,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6928926367990742,0.7105043541364295,0.6124508075375126,0.6214535901926445
linreg,0.6993150718127541,0.7386883164005805,0.5907159223633212,0.6042907180385291
SVR10,0.537620873935494,0.5863479680696663,0.5480835397742914,0.551663747810858
ridge,0.6993187142692269,0.7386883164005805,0.5907159223633212,0.6042907180385291
