,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
0,-0.005050757048704847,-0.0003271471997907875,-0.00276146436932893,-0.009256346838887774,-0.0003279923811013754,-0.013615576371242858,-0.004118211710973494,-0.0012639976547390171,-0.005549873988330112,-0.0008700738930917467,-0.00013775574628168783,-0.0005902458156756023,-0.005713247218711454,0.05263157894736842,-0.0158211081337708,-0.014597942212111198,-0.0014179332407449562,-5.1884638257127665e-05,-0.004341155044365822,-0.0050301959429362554,-0.01371126136613772,-0.012806486976297686,0.05263157894736842,-0.004376169922847522,-0.001306610455169248,-0.002970677751895872,-0.008636858847388053,0.05263157894736842,-8.00358004893381e-05,-0.005377378693785376,-0.0021036908017481935,-0.003077703974544819,-0.0008614030510745929,-0.017584787073611354,-0.0251410787624466,-0.01038438831320696,-0.010431254642315943,-0.024025844405629153,-0.024130812968455734,-0.0003901684447813215,-0.0032899719397489085,0.05263157894736842,-0.0035007416879185836,-0.009535273765861071,-0.0035070482654584543,-0.002278302376543386,-0.0014391210458745106,-6.128983025601307e-05,-0.0025088572498656514,-0.002247129823129122,-0.04297416509185061,-0.005480264973176326,0.05263157894736842,-0.00257365451829953,-0.004151751460431945,-0.0098560715321626,0.05263157894736842,-2.7854407187369053e-06,-0.0002182488142155944,-0.0005581004414040487,-0.01347200550353562,-0.011485102302039396,-0.0057544973359032366,-0.014347924581763986,-0.00647480719814172,-0.0008806283908537938,-0.006427841676343901,-0.0028934187765229094,-0.0064088472663776565,-0.00375805000144444,-0.0016024070386886054,-0.02020091817954542,-0.004594881338866203,-0.0029632965688335053,0.05263157894736842,-0.025297718087837148,-0.005905644773020235,-0.0219738597321944,-0.03336147033356734,-0.00013904054861873993,-0.001444074849773892,-0.0077293940180944475,-0.010203821455234177,-0.007110662589281426,-0.0027547613679895773,-0.0021729417190052363,-0.00011379035698287342,-0.03879463908436509,0.05263157894736842,-0.0025069271305728407,-0.008535342972073269,-0.00548766010890167,-0.002978568356963986,-0.007982364944786793,-0.0050107042275581186,-0.004643199245962961,-0.0008704315463380095,0.05263157894736842,-4.738696840113226e-05,-0.004992139353555319,-0.00024041257823394352,-0.01690128642900914,-0.014451091721585712,-0.010474700376646995,-0.02162604967820787,-0.01331886790893701,-0.0032113548654800596,-0.004692829632372475,-0.0015733504687905119,-0.009704073033843465,-0.003850718343769644,-0.015295218891375665,-0.006722630293257028,-0.004994293209603472,-0.002110428943874757,-0.004066370726111797,-0.008981698185213063,-0.0002167892425124037,-0.00198577563449608,-0.02216730754511511,0.05263157894736842,-0.004399013711861767,-0.005833294673586218,-0.008042648754193658,-0.029797665992528335,-0.003217047995717417,0.05263157894736842,-0.014357090891985997,0.05263157894736842,-0.00017700941796745367,-0.004010808015328007,-0.006584268317982766,-0.0002557999737374265,0.05263157894736842,0.05263157894736842,-0.022847199417213346,-9.53160646400709e-05,-0.005256191798642371,0.05263157894736842,-0.002597694279612892,-0.0007871652147703347,-0.0007474400955867105,-0.007964621026651015,0.05263157894736842,-0.018261103510556806,-0.00014823598542026685,-0.0015502743365910247,0.05263157894736842,-9.527814382438379e-05,-0.0013854996065111277,-0.00891179945053406,-4.606120713882949e-05,0.05263157894736842,0.05263157894736842,-0.009325618488885043,-2.7010409960529348e-05,0.05263157894736842,0.05263157894736842,-0.0022205510673192555,-0.0014037027048647895,0.05263157894736842,-0.001982768865080085,-0.007874647995960823,-0.04240849278910225,-0.0027855960987261705,-4.15103996029744e-05,-0.018704321140212248,-0.007977732309404635,-0.006057070614482573,0.05263157894736842,-0.02276280796411459,-0.00457818412346735,-0.013985680020936916,-8.899007113189853e-08,-0.03636179875851239,-0.008932179095563854,-0.015010640738402215,0.05263157894736842,-0.020898592853988814,-0.006590431074365575,-0.0018877506514782517,-0.00821253855874832,-0.0039415322732723485,-0.0006520358110977118,-0.017242109531170557,-0.018339826836618965,-0.0002169407448034126,-0.012126783384642882,-0.004519203011288753,-0.0057073951146063805,-0.010558942028604513,0.05263157894736842,-0.03415708340504141,-0.0006006603510687285
