,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0,-0.0011798857561130314,-0.00020213283738496922,-0.001342632233682926,-1.7227469528435384e-05,-0.022168901074993294,-0.04623456761613021,-0.0003496051046429976,-0.021591793090191855,0.05405405405405406,-0.008814567630308936,-0.0010910431098276959,-0.0044296350398049696,-0.005846973137765372,-0.0006159301789293387,0.05405405405405406,-0.009696748193769584,-0.0012872616396371393,0.05405405405405406,-0.0010029753279557651,-0.0003841160977804226,-0.011900880145636903,-0.00851475070354946,-0.03250835909906471,-0.00220145348162005,-0.002891260828257605,-0.016098436922965278,-0.0007991697798691549,-0.00028642322691059796,-0.005209724220267033,-0.003156094416406201,-0.00461715012771701,-0.004316694978499449,-0.004142271852191703,-0.006010344829321874,-0.003939595402917403,-0.002756095707182068,-0.027206615843722682,0.05405405405405406,-0.002649124324872285,-0.008646757843849197,-0.0002978021743762401,0.05405405405405406,-0.0078994820136847,-0.006845779527228802,-2.2692153914154873e-06,-0.005832322733410282,0.05405405405405406,-0.00011511666816119066,-0.0020917848338883006,0.05405405405405406,-0.007139537515618619,-0.010382152133874497,-0.02276996136870657,-0.019413949896202765,-0.0017110125536379187,-0.016930625876314782,0.05405405405405406,-0.015887526757170145,-0.007190334028620692,0.05405405405405406,0.05405405405405406,-0.0037242003442338836,-0.00018869437180372262,-0.04803166157061917,-0.02299058872499373,-0.004052818926027513,-0.010478321557530769,-0.00500100548783911,-0.018548088905930665,-0.004833588499571648,-0.01937087090041679,0.05405405405405406,-0.0031071552131093187,-0.019425947330809528,-0.004752923970189708,-0.01355162787510177,-0.009358276169025742,-0.053913497263966735,-0.036192469642554195,-0.0045739200212717105,-0.007788024090692894,-0.04927953815632371,-0.00024642278154675656,-0.017209318152746317,0.05405405405405406,-0.013295204958029532,-0.0007263403512715083,-0.006491958532067133,-0.003210410856160795,-0.00018606706768040733,-0.0034196809624826205,-0.021992170671351976,-0.004649962960221163,-0.018025789990533492,-0.005693296906940351,-0.011123046790065733,-0.0068330706864889465,-0.0019799905355442275,-1.8012097671061753e-05,-0.000860526860191221,-0.00010858965547203732,-0.0007180845886752184,-0.002636470838601226,-0.02808887197423799,-0.012842817896081491,0.05405405405405406,0.05405405405405406,-0.009962569263939033,-0.0021247482362368496,-0.026800591073850324,-0.0069990740020391285,0.05405405405405406,-0.002542031967599378,-0.0026453634075154814,-0.0043381713719823165,-0.004499439772465462,-0.0027884511112114835,0.05405405405405406,0.05405405405405406,-0.009633184700977775,-0.008405366434412047,0.05405405405405406,0.05405405405405406,-0.002629242929236453,-0.011295857845355374,-0.0030170443203186787,-0.0007334612340792956,0.05405405405405406,0.05405405405405406,-0.004989169283245176,0.05405405405405406,-0.017123995196504527,-0.010051366997520229,-0.0006244314527671814,-0.006959073832384525,-0.002031212055023065,-3.572092243559389e-05,-0.002624068555560931,-0.01478693322450829,0.05405405405405406,-0.0006709228633281559,-0.0017632965275834827,-0.0019521699578977482,-0.00043223892796495416,-0.00018726013596957768,-0.030326758199038812,-0.0058913777650258185,-0.0070686522805365,-0.0023573367386525807,-0.021967409394329115,-0.004684044285004587,0.05405405405405406,-0.021354288293581974,-0.0045929528948858486,-0.0003096587669505798,-0.0013915095688584879,-0.031420404427365774,-0.025964933175407854,-0.0007354937118144833,-0.0010636986880882314,-0.015167367985982056,-0.004459807672583256,-0.041363172587208105,-0.002391540874864248,-0.0005494609052676397,-0.00010088086813369672,0.05405405405405406,-0.005815352877001986,-0.0013617663997960155,-5.93592014803481e-07,-0.04798696374142606,-0.0036614434346043225,-0.008581842913388121
