,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0,-0.010827830817051354,0.05128205128205128,-0.01404639246831361,0.05128205128205128,-1.109290186929472e-05,-0.016451008277988646,-7.931548870345156e-06,-0.027617086389566257,-0.00011685352722405613,-8.769583230605565e-05,-0.0011229883968708163,-0.023169819975661324,-0.008450717516885786,-0.022916117152143593,0.05128205128205128,-0.00015212684054284563,-3.526492382817328e-05,-0.004837474232507361,-0.011901379160904894,-0.02070651043168631,-0.000964868345480066,-0.02931877522032967,-0.005241771671816491,-0.016120780503939065,-0.019392109178029915,-0.006904745934711311,-0.00042819113836221044,0.05128205128205128,-0.01733845137120366,-0.005302499944280318,-0.05128205128205128,0.05128205128205128,-0.026848153835065787,0.05128205128205128,-4.173442038072524e-05,-0.0075334728680338725,-0.0001671573061823898,-0.014534138717043624,0.05128205128205128,-0.05128205128205128,0.05128205128205128,-0.00011423304237681553,0.05128205128205128,-0.05128205128205128,-0.009371201409994352,-0.0012837372524435835,-6.442439712436203e-05,-0.0002545818319526741,-0.01959183319196159,0.05128205128205128,-6.79832266979912e-05,-0.0500049691045838,-0.02798066085127937,-0.027109679291390316,-0.025536342830045446,-0.0030996816817875335,-0.01721693131343671,-0.02929322445280003,-0.0001930331168144411,0.05128205128205128,-0.017953542832023033,-0.00023802129632010267,-0.0018948899967436057,-0.005283336616151498,-0.0016342747897837688,-0.014795398588471129,-0.01888216849677574,-0.024238513063594747,-0.020697727582928656,-0.0002636532741117416,-0.001027644766970363,-0.02261268544647011,0.05128205128205128,0.05128205128205128,-2.4269481416714355e-05,0.05128205128205128,0.05128205128205128,-0.0002757412668274004,0.05128205128205128,-0.05128205128205128,-0.0029094519528859372,-0.01717279563554017,-0.005183489686502599,0.05128205128205128,-2.394450665078925e-06,-0.049721856452066664,0.05128205128205128,-0.012610674156324006,-0.00036026736647227256,-3.830597272111378e-05,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.00047282091861442107,-0.05128205128205128,0.05128205128205128,-0.013887065647530967,-0.0018434463777419934,-5.519337721150081e-07,-0.027920381199232132,-0.011785231130543191,-0.0001245880230339979,-0.0015965629305038464,-0.011221912588882768,0.05128205128205128,-0.0024363745695435944,-0.00766831412402762,-0.0009232061162711111,-0.0002742907827050741,0.05128205128205128,-7.350545537572439e-05,-0.008082399092571455,-0.03715400695973754,-0.00016815754861622878,-0.003517835772074385,-0.03256347711417626,-0.0001783419043505739,0.05128205128205128,-0.02760265025046234,-0.03399686138075617,-0.015148996472011475,-0.0454012863329553
