,0
lm - type of stenosis,-0.00012546336534856867
lada - type of stenosis,-0.0
ladb - type of stenosis,0.0007414518248165124
ladc - type of stenosis,0.0009643363123951279
d1 - type of stenosis,-0.0002831446519476202
d2 - type of stenosis,0.000118061076778482
lcxa - type of stenosis,0.0
lcxb - type of stenosis,0.0009284025263649779
lcxc -type of stenosis,-0.0017350486216602932
lpd - type of stenosis,-0.0
lom1 - type of stenosis,-0.0009282558174372655
lom2 - type of stenosis,0.0002922766670151544
im - type of stenosis,4.9653783354430904e-05
lpl - type of stenosis,0.00038652803187425993
rcaa - type of stenosis,0.0015019638844682407
rcab - type of stenosis,0.0017271194375490244
rcac - type of stenosis,1.7179460867943166e-05
rpd - type of stenosis,-0.0
rpl - type of stenosis,0.00012805733848165974
stenosis type 1 count,-0.0
stenosis type 2 count,0.0
max cta type,0.002749819211338739
max high risk cta type,0.00012878623430221574
sis,-0.0028642679718896315
