,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
0,0.001097299052560082,-0.03214630071259252,0.05,-0.05,0.05,-0.008483603410248147,-0.02391149030330588,-0.05,-0.009096260358361159,-0.029941391782383125,-0.05,-0.0019704796812085677,-0.05,-0.04526612489873656,-0.0003625748567090488,0.05,0.05,0.05,-0.034135097116339025,-0.030855839626789578,0.05,-0.018349801766334103,-0.04774512403986852,-0.009269841943798134,-0.04444976204704612,0.05,-0.03560892963625905,-0.003546901405340938,-2.1491904653836917e-07,-1.459251346116861e-05,-0.05,-0.04464039878778847,0.05,0.05,-0.012712209554270146,-0.008362271267861356,-0.03826265154097062,0.05,0.05,-0.020905293223695883,-0.05,-0.003310800579267263,0.05,-0.05,-0.05,0.05,0.05,-0.0007276518183775679,0.05,-0.022587156222940906,-0.0006065544795547319,-0.05,-0.015041511947370838,-0.016559988453531092,-0.0005274212495934383,0.05,-0.00062566222522469,-0.014022683687051696,0.05,-0.025646183821055334,-0.0060869167204790214,0.05,-0.05,-0.0018677254673996144,-0.01723339510187142,0.05,0.05,0.05,0.05,-0.02962374928701163,0.05,0.05,0.05,0.05,0.05,-0.040364404651823185,0.05,0.05,0.05,0.05,-4.088433323000414e-06,-0.01886717583823915,-0.012258020502494787,-0.009469988582861993,-0.05,0.05,-0.03171594912469975,-0.015534055043170106,-0.05,-0.05,0.05,-0.05,-0.0024528234237113744,0.05,0.05,-0.05,-0.03530027577612391,-0.04948939334509998,-0.014237784194638689,-0.05,-0.014780701487559172,-0.002116374492088346,-0.05,-1.7077035833529478e-06
