,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,0.05405405405405406,-0.01564357212384852,0.05196095094926153,0.05405405405405406,-0.035098903403912356,0.05405405405405406,-0.04195300733818612,0.009707233624722136,-0.004584431609336183,0.05405405405405406,0.05405405405405406,-0.006189958760420765,-0.022296329325171314,-0.007585707793669329,-0.037747573554879815,0.05405405405405406,-0.04841929642114276,0.05405405405405406,0.05405405405405406,-0.05405405405405406,0.0003607456594916078,-0.008211062242335018,0.05405405405405406,0.05405405405405406,0.05405405405405406,-0.00011500390110080721,-0.015241279701158027,-0.00019549215808418934,-0.05405405405405406,-0.05405405405405406,-0.019705045068600418,-0.021263667927893654,-0.02387033340045141,0.025240763071223343,-0.05405405405405406,0.05405405405405406,-0.01613575137607737,-0.01123775548790497,0.05405405405405406,-0.05405405405405406,-0.039895880802127,-0.04793144717595872,0.05405405405405406,0.05405405405405406,-0.05405405405405406,-0.021751534794070725,-0.04509062004804083,0.05405405405405406,0.05405405405405406,5.236693964133174e-06,-0.05405405405405406,-0.0022301158519294445,-0.03730201388458229,0.05405405405405406,-0.038901675291063614,-0.03920786277163583,0.05405405405405406,0.004284467150914798,-0.01185442632160613,0.05405405405405406,0.05405405405405406,0.05405405405405406,-0.045642636803780876,0.05405405405405406,-0.026410663123811424,-0.038241576693616997,-4.2643988320233526e-05,-0.05405405405405406,-0.008464566829245273,0.03808698070902298,-0.04232544885405282,0.05405405405405406,-0.01241276654373744,-0.006370502397549792,-0.03608477457981865,-0.05405405405405406,-6.407210946895605e-05,0.05405405405405406,-0.049689873715558226,-0.011137023814858966,-0.04585453535362473,-0.0011259930433525332,-0.029239151738512586,0.011873470232044117,-0.006512239786238203,-0.027021990155942973,-8.450488883040991e-05
