,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,0.05263157894736842,0.019552935099897664,-0.04679076114147834,-0.015550076136419195,0.05263157894736842,-0.039615683951083,0.01936819552498721,0.05263157894736842,-0.0004707995668911223,-0.006161188517356866,-0.007272689570811723,-0.04879051089616714,0.03989811408395882,-0.05263157894736842,0.05263157894736842,0.05263157894736842,-0.0003086197821883758,-0.011268911189157143,-0.023654111726127445,-0.017741451071563528,-0.03104536323412474,-0.02654012608981418,-0.0013683684521567335,0.05263157894736842,-4.1285294576989526e-05,-0.015937631926228053,0.05263157894736842,-0.05036853901453689,-0.027098210158900297,0.05263157894736842,0.05263157894736842,-0.0007771230428570961,-0.008806276737067936,0.05263157894736842,-0.003267926930621798,-0.04208004980539197,-0.05263157894736842,-0.009376854929955065,-0.004075789348120397,-0.05263157894736842,-0.03333499084028721,-0.00046974260355343937,-0.004745749629118746,-0.0202064931146743,0.05263157894736842,-0.010127093710182273,-0.019833597290085266,0.05263157894736842,-0.049895841314834245,0.05263157894736842,-0.01352555112316931,0.05263157894736842,-0.004908158201584756,-0.00683601328039721,0.05263157894736842,-0.028789060826902826,-0.05263157894736842,0.05263157894736842,-0.028783779219754092,-0.018911648329260133,0.05263157894736842,-0.03843734500295471,0.05263157894736842,0.05263157894736842,-0.027035376046771965,0.05263157894736842,0.05263157894736842,-0.021621616740959946,0.05263157894736842,0.05263157894736842,-0.02149899050854054,-0.0058003478618789935,-0.04905617143532932,-0.03840467539333427,-0.022249178793735763,-0.024774721135647815,-0.05138261978162348,0.05263157894736842,-0.023525828843415756,-0.014456992934222817,-0.00250903905434538,-0.021152092398188504,0.05263157894736842,-0.04281061706153821,-0.05263157894736842,-0.02847265559666553,-0.019486487069658318
