,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
0,-0.009459307345480415,-0.01990714463511801,0.05128205128205128,-0.0031334811986096214,0.05128205128205128,-0.022506878797689762,-0.051174018570138764,-0.0035760468732987027,-0.018180570719863603,0.05128205128205128,-0.016423836012244213,0.05128205128205128,-0.04274850126729978,-0.022211597197553463,-0.004990493004737436,-0.0028864992699036553,-0.05128205128205128,-0.011290928461760684,-0.005030555779273017,-0.00020279935478150523,0.05128205128205128,-0.017213155244664265,0.05128205128205128,-0.015782551736531408,-0.03335983444973537,-0.02201141944042872,-0.0015464940854408578,-0.03739465136701,-0.043469759037855465,-8.337976896409276e-05,0.05128205128205128,-0.013104302462015974,-7.1442843115724425e-06,-4.2995696738228666e-05,0.05128205128205128,-0.04881824293155532,-0.0028644331241627027,0.05128205128205128,-0.016713936863914525,-0.01737201449742798,-0.020056084879410737,-0.02616550431450791,0.05128205128205128,-0.003906745043378334,-0.0015276458728055752,-9.360740901392558e-05,-0.032336308358728263,0.05128205128205128,-0.003949756856457723,0.05128205128205128,-0.0012020186825362977,-0.001371196968159715,-0.04369542753571915,-0.004602831353510291,-0.05128205128205128,0.05128205128205128,-0.022470830608446048,-0.008493363480025115,-0.030897168138927344,-0.019159278591103137,-0.008592110571410882,-0.04940763281491824,0.05128205128205128,-0.01542707163322663,-0.024622314394148977,-0.0014826440948889656,-0.02714951812047503,0.05128205128205128,0.05128205128205128,-0.016635223640414823,-0.0007877061683025215,-0.018203220824709217,-0.00012073259852987835,0.05128205128205128,-0.011117979635774657,-0.0006557066430404982,-0.00015026954021681214,-0.003778181139804937,-0.05045724505661068,-0.026490253388010265,-0.0009718224107483484,-0.00351512943876699,-0.0021665471804324095,-0.009485345491064905,0.05128205128205128,-0.03075880173916902,-0.0034103381391938467,-0.002166681625693829,-0.00020363950685082095,-0.019314353353741896,-0.000343748717163096,0.05128205128205128,-0.021929866232872134,-0.04077732218744922,-0.006273387053071704,0.05128205128205128,-0.03730859705563309,-0.021981450787532525,-0.02026996830694553,-0.004629771911712653,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.01566902828609228,-0.010171322511022162,-0.01024630083695182,0.05128205128205128,-0.008343457177764727,-0.0037944539622114903,0.05128205128205128,-0.00912146721876134,-0.03704678237524762,-0.004915985863744097,0.05128205128205128,-0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.0069245716758871015,-0.010974365629674422,-0.0006934841011954037,0.05128205128205128,0.05128205128205128,-0.017083925978162412,0.05128205128205128,-0.007368786122087787,-0.0026671071871579768,-0.022170280154186924,-0.001608505152792844,-0.0005670659730798197,-0.04932796063755378,-0.007879853919292931,-0.019642721852210332,-0.028689603942480577,-0.012779274801195587,-0.025832999669038115,-0.003983949588984846,-0.008745311426623001,-0.005117451223730144,0.05128205128205128,-0.002976986452816544,0.05128205128205128,-0.02043376574427994,0.05128205128205128,-0.0005710107281925123,-0.015632356311139285,0.05128205128205128,-0.005026805604503552,-0.004543666147884355,-0.05128205128205128,-0.004292999295879374,-0.0008806592180011832
