,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,-0.05,-0.030887517811341823,0.05,-0.05,-0.022539607590098935,-0.006194450539210872,-0.05,-0.0033765280182508016,-0.002436464186308028,-0.05,0.05,-0.05,0.05,-0.05,-0.001279217581688529,-0.05,0.05,0.05,-0.00018632564854292763,-0.05,0.05,-0.05,0.05,0.05,-0.003414625629808773,0.05,0.05,-0.011179751468061726,-0.006482905288329939,-0.05,-0.0003298624585159998,-0.05,-0.05,-0.0014864479148255262,0.05,-0.05,0.05,-0.05,0.05,-0.05,-3.519658949380984e-05,0.05,-0.05,-0.007443857726006269,-0.0009848407002465097,-0.05,-0.05,-0.05,-0.05,-0.018860736413114622,-0.0006593207587368987,-0.05,0.05,-0.0014059189625071939,-0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.049898906119679974,0.05,-0.0038172119522249153,-0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.03277165856137917,0.05,-0.05,-0.004368596925869233,0.05,0.05,-0.031139263586885374,-0.0035988869157052793,-0.004986023776552138,0.05,-6.061536945893663e-07,-0.000235270722920157,0.05,-0.05
