,0
lm - type of stenosis,0.00028718891763124986
lada - type of stenosis,-0.0
ladb - type of stenosis,0.0002139273847228757
ladc - type of stenosis,-0.0007357283048186415
d1 - type of stenosis,0.0002778948671000521
d2 - type of stenosis,-9.545304051983366e-05
lcxa - type of stenosis,9.027117203123171e-06
lcxb - type of stenosis,-0.0
lcxc -type of stenosis,0.0011247013030653136
lpd - type of stenosis,0.0
lom1 - type of stenosis,-0.0
lom2 - type of stenosis,-0.0
im - type of stenosis,0.00040422681396400025
lpl - type of stenosis,0.00019842474057752465
rcaa - type of stenosis,6.456056417215115e-05
rcab - type of stenosis,0.0010530527095035207
rcac - type of stenosis,0.0002797879646306274
rpd - type of stenosis,0.00037455439688579125
rpl - type of stenosis,0.0
stenosis type 1 count,-0.0
stenosis type 2 count,0.0
max cta type,0.0
max high risk cta type,0.0
sis,-5.8095391116962065e-05
