,0
sex,-0.0012362818184008658
age,0.0016467078586077238
bmi,-0.0014990426517331307
smoking,0.0013211896553961496
diabetes,0.0020162966724128024
hypertension,-0.000318593008431052
dyslipidemia,-0.00030652755052337836
chestpain,0.0013369797610532847
dyspnea,-0.0002336007532932041
str_seg_1,-0.0026871718860329357
str_seg_4,-0.0006827873160843548
str_seg_5,-0.0
str_seg_6,-0.0
str_seg_7,0.0
str_seg_8,0.0019337452737798772
str_seg_9,0.0
str_seg_10,-0.0
str_seg_11,-0.0
str_seg_12,-0.0
str_seg_13,0.0
str_seg_14,0.0002541010186869428
str_seg_15,5.9023821456048535e-05
str_seg_16,-0.0
str_seg_17,0.0
max_str_seg,0.002882773654517724
max_lad_str,0.00270730960158414
max_lcx_str,0.0
max_rca_str,0.002574893065587395
non-zero pet segs,-0.0
