,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,-0.05,0.05,-0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,-0.05,0.05,-0.00010560502001518465,-0.05,-0.00023652174563381072,-0.003933361490186022,-0.004944633947333277,-0.05,-0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.0010611602577237026,-0.002942013901858362,-0.0018582216088990678,-0.05,-0.03749252572859963,-0.05,-0.00449628152965692,0.05,0.05,-0.00020588970788346542,-0.05,0.05,0.05,-2.391423879414412e-06,0.05,-0.039293139326699034,0.05,-0.012482455481129926,0.05,0.05,-0.0007661492484227478,-0.05,-0.0002025992209716426,0.05,0.05,-0.05,0.05,-0.005550419325446393,-0.05,-0.05,0.05,-0.002855095523039959,-0.04414684085010746,0.05,-0.037253412317366015,-0.00017128234514796628,0.05,-0.05
