,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
0,-0.015371928522583853,-0.02866205154947125,-0.03133601065593266,-0.043661906078239894,-0.0024739466093351256,0.05,-0.00535739971493046,0.05,-0.014768720930903511,-0.03743228288339087,-0.0024407917019682035,-0.013955764103633975,-0.02709064858858014,-0.006315000748261496,-0.04553529069390337,-2.4328180227573017e-05,-0.01619716968200536,-0.00015778452546848337,-0.0004515680827227291,0.05,-0.0015106061466482385,0.05,-0.002811795575107012,-0.007367765564299111,0.05,-0.04328565869704114,-0.010760671608776123,0.05,-0.009416197012604809,-7.495538065866287e-07,-0.013259005169850301,-0.004278066111721984,-8.137485277260593e-06,-0.003423246832917807,0.05,-0.012738207942927859,0.05,-0.005056249920732152,-0.01763232102815053,0.05,-2.0631136072595218e-05,-0.00014857768512495777,-0.01323970038508793,-0.01585892781651644,-0.002487332593757617,-0.0036279943710865784,0.05,-0.030673072040993045,-0.002742805015696163,-0.05,-0.006914069202088456,-0.0061655472732631495,-0.001986251035407538,0.05,-0.04056269585383425,-0.0073541260190930265,-0.04820711831928577,-0.007948602102623662,0.05,-0.01218493819515566,-0.05,-0.05,-0.04697695986516545,0.05,0.05,-0.021339014023690737,-7.802676998015766e-05,-0.049359110188515076,-0.0002364108463857754,-0.0011268750812717671,0.05,-3.285558241759879e-05,-0.033697577361428976,-0.05,-0.013319308935462534,-0.020210455661876185,-0.001785858095696862,0.05,-0.016009040909162563,-0.0019052262265719748,-0.0005857526925026895,-0.04153618054717679,-0.008817540340916672,-0.001706123592021248,-0.007485739967204785,-0.03643120193499891,-0.004195847198939775,-0.010637201209273625,0.05,-0.02068746208657903,-0.006985353201235953,-0.04073776165506992,-0.025954685617866752,-0.003204993087369241,0.05,0.05,-0.02999833296691448,-0.00118139939014726,-0.004658277661258424,-0.0266635664112626,0.05,0.05,-0.0006296793737783079,-0.0012165052069381395,0.05,0.05,-0.018943069110216985,-0.00837524821148614,-0.0018960208613217188,-0.0026464231519871457,0.05,-0.03768395765599193,-0.021330509031051863,0.05,-0.0058503563754575705,0.05,0.05,-0.019709980026400658,0.05,0.05,0.05,0.05,-0.021276738737914885,0.05,-0.005340173234847567,-0.021478944703723205,-0.0027652883446283322,-0.05,-0.008049866968858638,-0.014121149524800269,-2.642792231212033e-06,0.05,-0.008557559919677446,-0.030222417799542746,0.05,-0.017921943799402644,-0.003841068569268065,-0.02945636864023642,-0.04132590884320463,-0.00010157411666338395,-9.174757462109223e-05,-0.0034995867520697483,-0.0025903308310954963,0.05,-0.04981216645978827,-0.0015010766733662723,-0.019313896654558235
