,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,-0.0001219755288558035,-0.001040683141276922,-1.5686002059544428e-05,-0.05128205128205128,0.05128205128205128,-0.0030313014569317456,-0.000310186907791066,-0.037584521501644916,-0.019612483789831752,-0.00874728708318524,0.05128205128205128,-0.032922933747614895,-0.01122448428766216,-0.016596374107733427,-0.009931068804776887,0.05128205128205128,-0.015586439083295005,-0.0372953951528728,-0.0011836392618122071,-0.031968430649852636,-0.022934342400711946,0.05128205128205128,-0.018906848829005733,-0.0062968478326295135,-0.0009528517694492427,-0.05128205128205128,-0.0036440648473852386,-0.024888362740979348,-0.00781370751604048,-0.030205336812841616,-0.013655635263653196,0.05128205128205128,-0.03570554268330463,-0.005817661904856725,-0.0033827584737348457,-0.01615420261447691,0.05128205128205128,-0.05128205128205128,-0.0035354470367340426,-0.0010296288199683455,0.05128205128205128,0.05128205128205128,-0.004434511315656389,-0.007048523955955207,0.05128205128205128,-0.011215287313006014,-0.03422677096430882,0.05128205128205128,-0.0035392575724276024,-0.021018327903453846,0.05128205128205128,-0.021528421285182932,-0.004418504495782308,-0.005796508401620384,0.05128205128205128,-0.0009645727475621485,-0.04862926349830603,0.05128205128205128,-0.022025474644285156,0.05128205128205128,0.05128205128205128,-0.013360690405401558,-0.013080806485072602,-4.04078940744708e-06,-0.0013289805641718418,-0.03209125655402215,-0.00021461178504290844,-0.019710488925524218,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.048616035572945325,-0.04311641692062856,-0.04541788645640886,-0.017990110034091462,-0.049195718508356294,0.05128205128205128,-0.008452498975792868,-0.01036761578277546,-0.04894146417552313,0.05128205128205128,-0.004941352590476916,0.05128205128205128,-0.003429586217139641,-0.02174810022853908,-0.029416912021410193,0.05128205128205128,-0.00046367642715121327,-0.01562889169882205,-0.012407042251936161,-0.05128205128205128,-0.009915510546368706,-0.014014992759613544,0.05128205128205128,0.05128205128205128,-0.0053062955273309375,-0.02705355115075047,0.05128205128205128,-0.004663022032890934,-0.004317796157626575,-0.00211986827062735,0.05128205128205128,-0.0018966343071888125,-0.01591474057396291,0.05128205128205128,-0.002752999892061322,-0.015987243808983424,-0.008267439180767043,-0.003327333473438355,0.05128205128205128,-0.01833521268048961,0.05128205128205128,-0.04029675083568219,0.05128205128205128,-0.016203309172475595,-0.005708690439581773,-0.0012786581875398378,-0.0008847575893191068,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.006734137792276043,0.05128205128205128,-1.4205373534021526e-05,-0.004098587256185076,-0.002629224171736945,0.05128205128205128,0.05128205128205128,-0.004178374280220018,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.004067203886509588,0.05128205128205128,-0.04809219307111482,0.05128205128205128,-0.006675732573540194,-0.01111003471270558,-0.002001513898369264,-0.00038092558085797934,-0.047617961579197766,-0.02383883790101127,-0.031817134614862665,0.05128205128205128,-0.005360145285264946,0.05128205128205128,0.05128205128205128,-0.009479552559084996,-0.009994893694026835,-0.010980408888682304,0.05128205128205128,-0.05128205128205128,-0.03522129154713001,0.05128205128205128,-0.04637388787699491,0.05128205128205128,-0.008763522556711497,0.05128205128205128,-0.018913495145046828,-0.019276962373399258,-0.04098423779649426,-0.00043609050928453716,-0.00788848158037229,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,0.05128205128205128,-0.03858828465485833,-0.0004477871883416526,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.004087548731497469,-0.05128205128205128,-0.033860115563664875,-0.00757683598414357,-0.0069895908547696955
