,0
sex,-0.0
age,0.0
bmi,-0.0
smoking,-0.0
diabetes,5.2503455847628906e-05
hypertension,-0.0
dyslipidemia,-0.0
chestpain,0.0
dyspnea,-0.00010545269499304856
str_seg_1,-0.0
str_seg_4,0.0
str_seg_5,0.0
str_seg_6,-0.0
str_seg_7,0.0
str_seg_8,-0.0
str_seg_9,0.0
str_seg_10,0.000498980552328039
str_seg_11,0.0
str_seg_12,-0.0
str_seg_13,0.0
str_seg_14,-0.0
str_seg_15,0.0
str_seg_16,-1.6948649699681422e-05
str_seg_17,-0.0
max_str_seg,0.0
max_lad_str,-0.0
max_lcx_str,0.0
max_rca_str,0.00041026012361370317
non-zero pet segs,0.0
