,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
0,0.05128205128205128,-0.006620137245280513,-0.0007661857607250194,-0.003766926016238685,-0.007135674357790662,-0.0013976924932461348,-0.02247556803838301,-0.026986962012788773,0.05128205128205128,-0.0060036632191085085,-0.04701736910197068,-0.007461951904665061,-0.011466665053409751,-0.003784044722087316,-2.6390668695779433e-05,-0.005264363209117103,-0.009852081647542579,-0.00045893473482331876,-4.927310420035554e-06,0.05128205128205128,-1.2600398227708289e-05,0.05128205128205128,-0.003858313580438492,-0.011373116136369153,-0.0026263338735751265,-0.009706919419083403,-0.008977996294934797,-2.8180979290575448e-05,-0.0034298162056569013,-0.003184925446556733,-0.00038856415404418625,0.05128205128205128,-0.01956065607439757,-0.0018291287843720503,0.05128205128205128,-0.018365764945899976,-0.0062333354667116125,-0.0028446148998771434,-0.03178641832766399,-0.006197412092921608,-0.011346775783751956,-0.05128205128205128,0.05128205128205128,-0.003391544452882473,-0.00211962290526518,-0.021450624401143877,-0.02088908763841718,0.05128205128205128,-0.0058690736227288015,-0.0033796247144852586,-0.0017146464904987386,-0.05128205128205128,-0.014229009569072457,-0.018994780038830365,-0.04942745771829952,-1.4207297245858557e-05,0.05128205128205128,-0.009556463614291228,0.05128205128205128,-0.0034200051507994687,-0.01084756997287515,-0.0005371553060701177,-0.013173947209343654,-0.009450775949747275,-0.00531199481434526,0.05128205128205128,0.05128205128205128,-0.018910485316358694,0.05128205128205128,0.05128205128205128,-0.00956907033512386,-0.01579703717728624,-0.03347675940925263,0.05128205128205128,0.05128205128205128,-0.038056824343641125,-0.004741860774122415,0.05128205128205128,-0.011013646265757807,0.05128205128205128,-0.005902008718467522,0.05128205128205128,-0.03658994629136552,-0.007253546529417869,-0.004116141483261276,-0.00010802426891410182,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.0021960731601986657,-0.01987304223625593,-0.0264857331158887,-0.05128205128205128,-0.011066624133621231,-0.008628783661213288,0.05128205128205128,-0.0008663555438330628,-0.004794737244658609,-0.05128205128205128,-0.05122671802230911,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.05128205128205128,-0.026974721373475095,-0.036493734152861536,-0.001634997011179654
