,0
str_seg_1,-0.0007611600293917886
str_seg_4,0.0002808814320855341
str_seg_5,-0.0009321907181916208
str_seg_6,-0.002044022696145286
str_seg_7,0.002645506402898579
str_seg_8,-0.0010597955263464455
str_seg_9,0.001066595912473109
str_seg_10,0.0005547034002116293
str_seg_11,-0.0007940319415564648
str_seg_12,0.0010846470182769034
str_seg_13,-0.003010610843499367
str_seg_14,-0.001039277680904158
str_seg_15,0.003139567807064868
str_seg_16,-0.0007075347840876919
str_seg_17,0.0007433172344374107
max_str_seg,-0.00024734670714665423
max_lad_str,0.003453928506963295
max_lcx_str,0.0014867174036359812
max_rca_str,-0.0006505135469277026
non-zero pet segs,-0.001686451535794796
