,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
0,-0.008953461460712128,-0.000508775546339057,-0.0005517030594230615,-7.816156458542878e-06,-0.006671068013840581,-0.002478611320710546,0.05,-0.0013515860287421765,-0.001498486097549352,-0.00028888519561645913,-0.027362778278836496,-0.01674519764561371,-0.00825693172259217,-0.038701220562217184,-0.004437580537198187,-0.0023916679270509058,0.05,-0.019340477042037153,0.05,-0.005493048266512275,-0.007863266687491275,-0.049800638734137856,-0.0014977684059585214,-0.00560403375414153,0.05,-0.001702031215606099,-0.008062479782811906,-0.0067981804635870256,0.05,-0.002148651809548371,-0.004107932156281244,-0.004356009103871144,-0.012351507296487358,-0.0006718824943342876,0.05,0.05,-0.027678037398309995,-0.04982095482828709,-0.0383688334953371,-0.011955804440921865,-0.027063669292872315,-0.02340208424718932,-0.033259779060425286,0.05,-0.001003597848113616,-0.004953333103122398,-0.00044812851528578366,-0.022170656829692274,-0.05,-0.017043547932516258,-0.011765738331766942,-0.000462813334275825,-0.012130485532047087,0.05,-0.0019194529417424784,0.05,-0.000583979883254522,-0.004034808618852611,-0.008076706793030101,-0.005039180192204597,-0.006586434005583684,-0.027778902651418684,-0.05,-0.0010848916489431186,-0.017285746343801207,0.05,-0.00873506956021854,-0.009484533379156296,-0.015829401407301994,-0.025475594644524396,-0.00042917634351087846,-0.02222109734858132,-0.0011393476990449616,-0.000468345813664794,-0.020498453381382724,-0.0007022252796204012,0.05,-0.0006540461808328275,-0.0017923633031694246,-0.012602596087678719,-0.003993356265319975,0.05,-0.04898036728367966,-0.005953728641094676,0.05,-0.0034588685854531134,-0.0005227088495360531,-0.006808640536216143,-0.001440383642371006,-0.04298579930373659,0.05,0.05,-0.0006639490817425104,-0.0009594366568869117,-0.0027114748560037264,-0.004601829824840186,0.05,-0.00046515642375035045,-0.000385647686207539,-0.01835643287318943,0.05,-0.0036967250061447294,0.05,-0.021124907996356513,0.05,-0.003186241914433163,0.05,0.05,-0.0024162047949481177,-0.0010032811942189141,0.05,0.05,-0.0034856254826658986,-0.004288156908238788,-0.0032906960034856125,-0.00024045953795782325,-0.0033133311589057302,-0.002047609513165874,-0.00010432654785143714,-0.0003677054799338099,-0.01858169846849668,-0.0218309034739592,-0.0036613289147862616,-0.009922571066633289,-0.00039127650416211036,-0.005356164079761101,-0.0038429025604100235,-0.008346251752602628,-0.025628771418358932,-0.00586821140218451,-0.0063791578683012,-0.0036428353092237964,-0.0006571361605687092,-0.014881873263894046,-6.2073621178807065e-06,-0.0004702762308917709,-0.006411270156817509,-0.021968348024440986,-0.004560183374670941,-0.000276578778391358,-0.012521846240034995,0.05,-0.05,-0.003914375071046695,-0.0011402568846062319,-0.00493302912191682
