,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
0,-0.0003289852718930641,0.05128205128205128,-0.0016609776390488153,-0.008505046425920138,-2.120438616321002e-05,-0.003310416563728059,-1.3101074983419077e-06,-0.0005173711812910355,-0.014525787375036216,0.05128205128205128,-0.0007035208119693458,-0.0013490253102837252,-0.001012250474519664,-0.0044428397404018055,-0.010578337250440653,-0.0019953829090845884,-0.0003577130568910918,-1.0680520902223481e-05,0.05128205128205128,-0.003915810681626931,-0.0038695907306222355,-0.0015636720116552747,-0.009329538860152125,-0.0020952155074160017,-0.0014222038801186383,-0.0005461346107466077,0.05128205128205128,-0.0005660079992179149,-0.001864163371790722,0.05128205128205128,-0.004207182366536409,-0.0002919896687596485,-0.04284752866452038,-0.00033922369254118926,-0.0025012619278981566,-4.659547148445254e-06,-6.448332863043702e-05,-0.023853456235776657,-0.002174823751069949,0.05128205128205128,-3.3670349613546665e-06,-0.00858874566884353,-0.014649386892659471,0.05128205128205128,-0.0011065522545544969,-0.0002216186958901894,-0.001403646823877137,0.05128205128205128,-0.0012403413546120234,-0.0025400078317561123,-0.002787403499588643,-0.0006582366769260719,-0.005604303429938053,-0.00020559080300188207,-0.05106556784857811,-0.008695492252031173,-0.005987539318955006,-0.0007070064463597475,-0.004435074693709034,0.05128205128205128,-0.003985490989615389,0.05128205128205128,0.05128205128205128,-0.01453064051523484,-0.00507456336267675,-0.013825124647132366,-0.0011479157053754276,-0.0025655027450106884,-0.015496080263375242,-0.0027498771798403297,-0.012062792682471738,-0.032421633164546874,-0.018734309879340764,0.05128205128205128,-0.002939280826139087,-0.0038930533016302573,-0.03108813637809526,-0.011019226387671038,-0.025405651202206104,-0.001399414978976926,-0.012275680244771393,-0.0038245124946569386,-0.051160704083113066,-0.024299162900303196,-0.005423351822908292,-0.011110589484601611,-0.012877752851380335,-0.010704017030470912,0.05128205128205128,-0.0004104483302727141,-0.007619228619161516,-0.0003955827194177987,-0.0005131577398730334,-0.010330129223231623,-0.03476593209566128,0.05128205128205128,-0.0037872867165251976,-0.05128205128205128,-0.018392897880958027,-0.0054457067593573156,-0.007003959421288309,-0.0007829142932215851,-0.02554085036838458,-0.008691886540283324,-0.002313031287962915,-0.002048498555669502,-0.010658172025857643,-0.0005566075587689359,-0.00028010394430450874,-0.010210395476604822,-0.0008961157576965256,-0.01083066660184598,-0.009941672421368114,-0.003967419840199828,-0.0011838198068144104,-0.00170745520472098,0.05128205128205128,-0.012152751199160502,-0.01710339547824127,-0.011800441582731198,-0.006335559638254504,-0.024524383845800395,-0.008085868518060941,-0.0012473953654764326,-0.004690904060936402,-0.011536990019669381,-0.00039653955761530946,-0.003314680646930737,-0.003528224385368993,-1.1108523551356406e-06,0.05128205128205128,-0.00653465729900788,-0.0016067789365660278,0.05128205128205128,-0.0004989310910209644,0.05128205128205128,-0.0024663140428087104,-0.0003606120348738912,0.05128205128205128,-0.00593564015247252,-0.01895981123227747,-0.008224701332417417,-0.008928993544898836,0.05128205128205128,0.05128205128205128,-0.004450928286296167,0.05128205128205128,0.05128205128205128,-0.004622657184111501,-0.024498325416014308,-0.01833880700001327,-0.024461437743730063,-0.0014814593395220791,-0.00641353746226691,-0.000656038682874894,-0.00047162500480973354,-0.0016053167482842955,-0.004469646565910161,-0.0017480900345404897,-0.012105266501460184,-0.005877755480332683,-0.027110301121772727,0.05128205128205128,-0.0020729663574049874,-0.003440559361736447,-0.004311754170376751,-0.009723674907445924,-0.0024448489651456404,-0.021736310985761332,-0.019454071234135166,-3.1453853270792115e-05,-0.0058909543227478635,-0.008404790117486124,-0.03662748292710507,-0.0033796764450838104,-2.44664960285831e-05,-0.03303430493658399,0.05128205128205128,-0.005510453493838851,-0.006175261581453348,-0.002994241526204724
