,0
str_seg_1,-0.0063308437322541255
str_seg_4,-0.005213514141663329
str_seg_5,-0.0007069380892121732
str_seg_6,0.001480807379023306
str_seg_7,0.006988558810757624
str_seg_8,0.002494218432435934
str_seg_9,-0.00143129547792733
str_seg_10,-0.0030858123278308417
str_seg_11,0.0007034664218650515
str_seg_12,-0.0027922933401459413
str_seg_13,-0.0004655642972219083
str_seg_14,-0.0014031442392351818
str_seg_15,0.002322040975492288
str_seg_16,-0.0005076909379223623
str_seg_17,-0.00028123585592549976
max_str_seg,0.005966335915965879
max_lad_str,-0.002500305579830339
max_lcx_str,0.0012849809424319988
max_rca_str,0.006639116410675966
non-zero pet segs,0.0011711429909543355
