,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
0,-0.0005017120838515651,-0.05,0.05,-0.008639417756312492,-0.05,-0.05,-0.03504535757460383,-0.04281090881988543,-0.009970695791925355,-0.01310148582904754,0.05,-0.026036788812728594,0.05,0.05,-0.04600655995656414,0.05,-0.024541948706305442,-0.008879877179561693,-0.018601244585751853,-0.05,-0.02496259266612528,0.05,0.05,-0.012231018825615142,-0.05,-0.05,-0.008610227413496574,-0.023654704659636133,-0.03633556633641301,-0.02197947098338197,-0.006443022258979039,0.05,-0.0034494116781942593,0.05,-0.05,0.05,-0.0025155589313339494,0.05,-0.0027391011259572887,-0.05,-0.0006179501552064336,-0.04911310899716826,0.05,-0.02908096188006811,-0.0011769455792341676,-0.022309399134947873,-0.0497804013871951,-0.021663087051797113,0.05,-0.049473186949470824,0.05,-0.05,-0.008994672673018293,0.05,-0.003078355973341721,0.05,-0.03636590961163543,-0.0005746022056949515,-0.05,-0.05,0.05,0.05,0.05,-0.0014595435564876721,-0.04933241428884788,0.05,-0.05,-0.01761748623318727,0.05,-0.0004953901395991069,-1.3576065867960863e-05,-0.006676286994489883,-0.002626325873362636,0.05,-0.003178028221772484,-0.0007468841421978502,-0.049727743581490215,-0.04863540903056986,-0.02233557371545431,-0.026104121025990162,-0.001476852300836224,0.05,-0.0003204994560386097,0.05,0.05,-0.048729969384970824,0.05,-0.005623196724888957,-0.01947163832360107,0.05,-0.049997607947503714,-0.0019572039654718503,-0.004258131896219415,-0.05,0.05,0.05,-0.0016798117433128568,-0.008922778106771908,0.05,-0.003608506507004775,-0.003792138434635813,-0.04901735813086971,0.05,0.05,-0.03427608134266556,0.05,0.05,-0.0483483077497453,0.05,-0.0005782336088910611,0.05,-0.04965941436987211,0.05,0.05,0.05,0.05,0.05,0.05,-3.72232050231001e-05,-0.01714089376071618,0.05,-0.05,-0.0008340793793704081,-0.006915030374863215,-0.001001213897587712,0.05,-0.0008433691881656429,-0.05,-0.0008622193472750431,-0.04735666182552663,-0.005258282310911529,-0.04945804300418133,-0.0481115370853193,-0.05,-0.0003740996113449119,-0.00047496113381024184,0.05,-0.005020491163541408,-0.025389594944509198,-0.0002376043997922745,-0.031361532209225045,-5.3645134849286e-06,0.05,0.05,0.05,0.05,-0.00010098840454521119,-0.0491464169130135,-0.0015718038204224707,-5.278677396857653e-05,-0.04071202266868624,-0.04979745016010085,-0.05,-0.007091081121030661,-0.0008934823465185015
