,0
sex,-0.0012796768482076764
age,0.001971123766987356
bmi,-0.0017401467474722886
smoking,0.0019003485383621791
diabetes,0.0015310059084674298
hypertension,-0.0009725895427529112
dyslipidemia,-0.0009445575193104459
chestpain,0.0015328172131627714
dyspnea,-0.0005441762619026053
lm - type of stenosis,0.0012134443674901752
lada - type of stenosis,-0.0017424194615605387
ladb - type of stenosis,0.000307098190077062
ladc - type of stenosis,1.854051801943372e-05
d1 - type of stenosis,-0.00034952258559010267
d2 - type of stenosis,0.0007470196351313861
lcxa - type of stenosis,-0.00026926343855842054
lcxb - type of stenosis,0.0013375309336586447
lcxc -type of stenosis,-0.0018593926907812953
lpd - type of stenosis,-0.0006805906330306728
lom1 - type of stenosis,-0.0006264887521912239
lom2 - type of stenosis,-0.0009861280536305544
im - type of stenosis,-3.7010395042070406e-05
lpl - type of stenosis,-0.0008427921583734758
rcaa - type of stenosis,0.0001406606571124423
rcab - type of stenosis,0.0013880315343608822
rcac - type of stenosis,-0.0007938906827345672
rpd - type of stenosis,-0.0011353216112376778
rpl - type of stenosis,0.0008125167854400818
str_seg_1,-0.005268746430723606
str_seg_4,-0.004549094721867732
str_seg_5,-0.0013487440670956058
str_seg_6,-0.0014311863326988627
str_seg_7,0.003039875554728069
str_seg_8,0.004525561561434846
str_seg_9,-0.0006825343626963564
str_seg_10,-0.001141490972731392
str_seg_11,-0.00033494730514537554
str_seg_12,0.0015362612166846437
str_seg_13,-0.0020609117704982038
str_seg_14,-0.0024314127236409635
str_seg_15,0.001743424192653304
str_seg_16,0.00012642261635766586
str_seg_17,-0.0006114521826567318
stenosis type 1 count,0.0003569495921242566
stenosis type 2 count,-0.0006614848300871866
max cta type,0.0016000072321246995
max high risk cta type,0.0005790526279534679
sis,-0.0003094110327529559
max_str_seg,0.001631422219536531
max_lad_str,0.002241610529156075
max_lcx_str,-0.0006518437247433953
max_rca_str,0.0050125267187905095
non-zero pet segs,-0.0013398624654823597
PET PCA1,0.0014520031984552226
PET PCA2,0.0006845246330973192
