,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
0,-0.00016347150809079106,-0.05,-0.03968871566674258,0.05,-0.006362570597902589,-0.0001828184661422206,-0.05,-0.006672469514455543,-0.05,-0.017291486088250544,-0.003241835118215218,-0.01255304889576033,-4.651727889861574e-05,-0.02542608845671736,-0.0001834908887563923,-0.011592553047244178,-0.0039527647489866835,-0.0013773276540731633,0.05,-0.05,-0.008220008973174937,-0.00321809320549996,-0.00937023925892436,-0.002313950315976002,-0.026995799669761327,-0.0030821142940897412,-0.023049189130830802,-0.03832554866974423,-0.0033316817847207957,-0.020108221856117436,-0.01234655465816845,-0.004095600567838445,0.05,-0.012469311560185341,-0.05,-0.00458443297344414,0.05,-0.025773259991350234,-0.003802384849486198,-0.02071321686721947,-0.037562933443465944,0.05,-0.00025986747235369934,-0.05,-0.03230332761799478,-0.00478433117426369,-0.023269043896940747,-0.04207471514492985,0.05,-0.0020638616126840035,0.05,0.05,0.05,-0.043906665924197355,-0.005503005711102371,-0.03784105510627435,-0.010527956829834848,-0.015097940180881144,-0.011947532263907011,0.05,-0.002173107850058779,-0.002770299330045525,-0.05,-0.05,0.05,-0.05,0.05,0.05,-0.05,-0.04637384102327554,-0.003301998695155186,-0.0002744945947990818,-0.00376133218890017,-7.3681603448124115e-06,0.05,0.05,-0.015775259661413167,-0.009822653632391957,-0.020894599559269277,0.05,-0.05,-0.008216326905884154,-0.023138150638325743,0.05,-0.0003409511950058443,-0.0184745935709471,-0.001967089416223862,0.05,-0.040426645337760414,-0.006518990271961721,-0.05,-0.0033819700040344054,-0.04481745474235748,-0.0070527041952789275,-0.006281003318602889,-0.023603771448132953,0.05,-0.02301565229679509,-0.05,0.05,-0.0020066902601165453,-0.05,0.05,-0.017502721257048243,-0.03130343167913749,0.05,-0.05,-0.0009931716020897083,-0.0073333773839933,0.05,0.05,-0.018621563332764463,-0.021920098121350214,0.05,-0.03225200011954653,0.05,0.05,0.05,-0.000808394982870043,-0.0005543668590575867,-0.04429486237852793,-0.008628457208314984,0.05,-0.009954389909242072,0.05,0.05,0.05,-0.035076362121180926,0.05,0.05,0.05,0.05,-0.04185367882437556,0.05,0.05,0.05,-0.009853741936970136,0.05,-0.0004597820273676471,0.05,0.05,-0.016135211543488875,-0.003347098271248314,-0.04610174373752449,-0.0045433318784051675,-9.214436793426035e-05,-0.017226463050577352,-0.002262397109758258,-0.05,-0.01936320433648723,-0.005855759395400516,-3.9636680931438945e-05,-0.0025290778875519592,0.05,-0.023381411502875007,-0.027381474664805606,0.05,-0.00895836442825318,-4.4473797332104976e-05,-0.007369586509435912,-0.012360300964220724,-0.009386563754017758,0.05,0.05,0.05,-0.020009081678287917,-0.006008364535626613,0.05,0.05,-0.0046986569366623335,-0.008868634135101139,-0.021040491720790973,-0.008196952350889993,-0.03302316146765425,-0.05,-0.0024035827512504495,-0.05,-0.01369291146727376,-0.012195568099699081
