,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
0,-0.04992955195329649,0.05,-0.017036234507998366,-0.04450855524846956,-0.015400629787807308,-0.049457077938063476,-0.010335544114365783,-0.0005717664958081047,-0.006312804049657142,-0.0005121590260324239,-0.0016835294058798653,-0.0037613675887447203,-0.009913887290847006,0.05,-0.024700256584871037,-5.213859963373706e-06,-0.00020613839101525565,0.05,-0.0036325886098286186,-0.05,-0.00048407025100914746,-0.022373637268034895,0.05,-0.02253921330371239,-0.0002865194105265208,-0.0008088865941093459,0.05,-0.006006769993132772,-0.000533411787187739,-0.0010811388010138006,-0.0009635191076884621,0.05,-0.0008118625067795261,-0.04961640445472108,-0.0014597277799825537,0.05,-0.010186428211424414,-0.0004986447680514491,-0.044483573664631876,-0.011090020120471814,-0.002584707384078035,0.05,-0.007620083361728844,-0.03184741671227908,-0.05,-0.002746934304507848,-0.007008531632996864,-0.004019625581324937,-0.0034777226345823935,-0.043175360872137844,-0.0011365083884306132,-0.00043446327837784113,-0.03488315414013751,-0.00021821652914731272,0.05,-0.001148876363883414,-0.007378645085496141,-1.3916458689712937e-05,-0.031223795549551868,-0.0013573935461797695,-0.009135281612207074,-0.0006401433500221501,-0.05,0.05,0.05,-0.03729462057848581,-0.012140330401966123,-0.00028794939102093266,-0.030484712199290283,0.05,-0.0071903385862958445,-0.006510027157461316,-0.023260612278350933,-0.04972449783649422,0.05,-0.010581987540188765,-0.023246492534302575,-0.04022453456384367,-0.029587850928736524,-0.030740431474473334,-0.011201131189543776,0.05,-0.05,-0.006227555269611151,-0.04940602497739152,-0.006477288003288814,-0.0004718800673169371,-0.0032109292125713424,0.05,-0.04093751220287482,-0.0005747112946273889,-0.01982035041872729,-0.019259568525526665,-0.001263570890162189,0.05,-3.420962762499651e-05,-0.0008888321709467347,0.05,-0.015483778588234392,-0.0095780712471926,0.05,0.05,0.05,0.05,-0.015715525787305847,-0.027533486044321494,-0.015116845859862487,-0.009240649154169252,-0.006266916392620959,0.05,-0.004350936245158863,0.05,0.05,-0.05,-0.002676743830828781,-0.00045244273123872246,0.05,-0.003401463471774502,-0.004412747425376768,0.05,-0.03296376549200163,-0.0006222184945101465,-0.0005280545849119411,0.05,0.05,0.05,-0.002513691450864637,0.05,-0.0011736578666292127,-0.008021983002675422,-0.05,-0.0007116483360286839,-0.003974398569802844,-0.0033571358168290903,-0.003728363912757522,-0.05,-0.006204093717610313,0.05,-0.027988911248484787,-0.006081216055561335,-0.0025191494466006064,-0.013679158031089886,0.05,-0.006550812777340834,-0.000828905583728796,-0.004468860860076277,-0.01137581816526304,0.05,-0.0002639146505102478,0.05,-0.0008389229240262162,-0.05,-0.0005143011628860078,-7.103636679802998e-05,-0.001209568683093236,-0.02243770063281969,-0.00035491790060011825,0.05,-0.01049832850640523
