,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
0,-0.05,-0.05,-0.04940262501033142,0.05,-0.05,-0.04665699992519538,-0.0008305758135649516,-0.05,-0.05,-0.020791518527960344,-0.05,-0.03477849687964978,0.05,-0.05,-0.05,0.05,0.05,-9.337777871646225e-06,-0.05,-0.05,-0.05,0.05,0.05,-0.008213129377777635,0.05,-0.0031196019086172254,-0.05,-0.0033430000748046196,0.05,0.05,-0.05,-0.05,-0.005273615460415132,0.05,-0.05,0.05,-0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.008117303681271577,0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,-0.009077053222441324,-0.05,-0.05,0.05,-0.003759779722082074,-0.05,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,0.05,-0.05,-0.001925153486497929,0.05,-0.05,-0.0013045821821100368,0.05,0.05,0.05,-0.05,-0.00200462201532541,0.05,0.05,0.05,-0.0015870784272058551,-0.05,0.05,0.05,0.05,0.05,-0.010551551301883084,0.05,-0.05,0.05,-0.05,-0.05,-0.015221503120350217,-0.0029634685431962878,-0.05,0.05,0.05,0.05,-0.04674863824534881,0.05,-0.05,-0.006776047928292099,-0.05,0.05,0.05,-0.0024998516733624916,0.05,-0.002173592026770754,0.05,-0.008306991332373745,0.05,-0.0045638823353001704,-0.05,0.05,-0.05
