,0
str_seg_1,-0.008151288351088389
str_seg_4,-0.0053791434483708035
str_seg_5,0.0008361454795490766
str_seg_6,0.0025041744535667905
str_seg_7,0.003575418986218073
str_seg_8,0.003751768404207818
str_seg_9,-0.00047642144839918214
str_seg_10,-0.0015988589352484855
str_seg_11,-0.003564128628125237
str_seg_12,-0.0016070935584200229
str_seg_13,-0.005107252569301878
str_seg_14,-0.003927461122625192
str_seg_15,0.0019678787814874543
str_seg_16,2.2187382381664015e-07
str_seg_17,-0.001305361139237507
max_str_seg,0.004091276216509268
max_lad_str,0.001464572173644899
max_lcx_str,-0.0027657485737647295
max_rca_str,0.0027465390854172827
non-zero pet segs,-0.003232577816295674
PET PCA1,0.004887943402790365
PET PCA2,-0.0015989606863955797
