,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
0,-0.007926085464331071,0.05,-0.005567937213189795,-0.004491565598308671,-0.0006048475505311905,-0.0008070120742680381,-0.02393474238238076,0.05,-0.016555929388763407,-0.006358039239992584,-0.03762999389306766,0.05,-0.00048550599193421305,-0.025012195778982577,-0.015301503247124194,-0.011232146818636525,-0.0016046989512858354,0.05,-0.00011171946189418964,-0.006202176946565429,-0.05,0.05,-0.009344797535686986,-0.011713740105508479,-0.02755719206353801,-0.03203748085763103,-0.012887870801850216,-0.005570309332943436,-0.0021406166594919343,0.05,0.05,-0.003654179975866719,-0.00046174682540682294,0.05,-0.009733967315071566,-0.0008025582424498131,-0.02545365512622596,-0.000337336187812012,-0.0004417172226350172,-0.05,-0.0032937008763422827,-0.015867072249074375,0.05,-0.04863822857492244,-0.03548812258769364,-0.009112118108420398,-0.0036969210965235996,0.05,0.05,-0.00738288768036581,0.05,-0.004778590290039114,-0.04894257846366726,0.05,-0.0265972270291955,-0.006115506300132146,-0.03348550365788986,0.05,-0.009619676871784204,-0.00300906339100463,-0.05,0.05,-0.00032095557519646944,-0.003406742297940525,-0.020665940701157966,0.05,-0.007328439261361041,-0.007120558774332805,0.05,-0.0008831258271894523,-0.029556687083963203,-0.014838523808409842,-0.0024935244726986866,-0.05,-0.010176656557158633,-5.595952461820884e-05,-0.025608588502849382,-0.00021922678993474545,-0.004469214265197003,-0.03042515575823564,-0.008516500135235307,0.05,0.05,-0.015653975740606417,0.05,-0.02824239039046274,-0.012970472732277796,0.05,-0.037156995267600176,-0.007868261055330138,-0.003485858104866299,-0.03128637694830356,-0.006467638301298035,-0.034472611252714086,0.05,-0.004781972960804981,-0.01877507226839844,-0.03584579960691604,0.05,0.05,-0.044351984167927,0.05,-0.02374823821501287,-0.0014658014645740972,-0.0006622775275491828,-0.05,-0.027728467376729897,-0.020459435676570555,-0.029443783157466524,0.05,-0.0010934990127423722,-0.05,-0.006481437130217678,-0.0009309146505335458,-0.0051833167765538545,-0.03616966974494081,0.05,-0.04220340986614159,-0.028735522553610605,0.05,0.05,-0.036334196948477025,-0.005133352938214783,0.05,0.05,-0.008067990486154164,-0.013183591761059484,-0.02502072278086582,-0.015305173152322233,-0.008863654459069503,0.05,0.05,0.05,0.05,-0.05,0.05,-0.015366525920360363,0.05,0.05,0.05,0.05,0.05,0.05,-0.033788061944497697,0.05,0.05,-0.037335765861104465,-0.004938855972242296,-0.01320780673827012,-0.04648595279177364,-0.03452062494185366,-0.02052709352419267,-0.03448963835307918,-0.0030759137280374277,-0.0007043175437077796,0.05,-0.048785955758450586,0.05,-0.0020688270317244847,-0.04998028403187397,-0.008202266887820057,-0.02260667296379913,-0.008073603525783029,-0.00019666387272621982,-0.04923759352630678,-0.0039061384925031493,0.05,-0.038442036796195476,0.05,-0.0025378217595576303,0.05,-0.005037071876851237,-0.01999149098339014,-0.05,-0.018201457044296872,-0.0044426271147778315,-0.010102391247073222,-0.014890871621554915,-0.0026474912896958074,-0.012271556361748617,-0.009081320319387574,-0.022636301879277124,-0.03757013066439312,-0.000214160991024234,-0.0024142261445705927,-0.01942180574089471,-0.046948545512983775
