,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
0,-0.009271812869063657,-0.05128205128205128,-0.0002575197853078522,-0.006929868116726141,-0.002962015720831067,-4.9694573231861964e-05,0.05128205128205128,-0.003017746479087313,-0.0005035645529985747,-0.02765652186190089,-0.00504248648851412,-0.0026045826358028325,-0.0010369979111137283,-0.009154548565045708,0.05128205128205128,-0.024240654955286083,-0.0003265046647123235,-0.020132287938022884,-0.007064046827071046,-0.0106535703861901,-0.011266021922847945,-0.0001615542931326954,-0.021934676288737937,0.05128205128205128,-0.023302750702683457,-0.01032130465470979,-0.016976237227762807,-0.006240935618106079,-0.008349844444416908,-0.0003832744237685404,-0.0017299086429864714,-3.2411879928695086e-06,0.05128205128205128,-0.004224706743468867,-0.03782645188491701,-0.014523795160297203,-0.003247350458153887,-0.012350165398052698,-0.05073775638066456,0.05128205128205128,-0.0036953493127571146,-0.02135555154113492,-0.03157712190078528,0.05128205128205128,-0.012948485490568328,-0.005353003681029487,-0.021600638274955706,-0.008572843470338907,-0.009651185018998434,-0.00023208157397615244,-0.05128205128205128,0.05128205128205128,-0.0006822739778494262,0.05128205128205128,-0.0017964287592449136,-0.00804550784536699,-0.009541563330770924,-0.01392641093751668,-0.006707141006142181,-0.0008714496229514354,-0.0020395960627434323,-0.0003093420068346891,0.05128205128205128,-0.05128205128205128,-0.04965742561675306,-0.021118434405464532,-0.001554005680555059,-0.0071797059829234325,-0.0007237477174885881,-0.010475201344606905,-0.008170814448531467,0.05128205128205128,-0.009955443827957667,-0.008980567213757472,-0.02140324076772004,-0.001381279639373495,0.05128205128205128,-0.024879355773853817,-0.0021466180504214586,-6.91480967733785e-06,-0.0004211038178232739,-0.008067421619809034,-0.010051388517499494,-0.05128205128205128,-0.0007083817744079473,-0.0016085780635367165,-0.0012611721832540095,-0.008755941589508867,-0.009908653835654676,0.05128205128205128,-0.011618476065924081,0.05128205128205128,-0.007796093513158748,-0.0013151263183531655,-0.00673283674511,-0.007247209598423289,0.05128205128205128,0.05128205128205128,-0.05128205128205128,0.05128205128205128,-0.00048676291489179515,0.05128205128205128,-0.016684681859858,0.05128205128205128,-0.00522607959972946,0.05128205128205128,0.05128205128205128,-0.0010199737238996236,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.05128205128205128,-0.004497073171378001,-0.012768625654295306,-0.03613307513302396,-0.005161364292308969,0.05128205128205128,-0.036522509352903784,-0.005580398391641672,-0.0005548799061247409,-0.0022807173412625554,-0.004744823273423236,-0.007289048628999373,0.05128205128205128,-0.00043667303024763865,-0.010345477206911471,-0.00020430659558475466,-0.03777192844280205,-0.006716066466939717,-0.00028864506582186155,-0.0006011902986050524,-0.021951970413597872,-4.846557505911045e-05,-0.0005287255205458313
