,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0,-0.0077003210387137,-0.010737062148253089,-0.0028410695643881975,0.05128205128205128,-0.0029769803163026323,-5.490005470044682e-06,-0.025273569983123138,-0.002973731418377945,-0.0017108259546010228,0.05128205128205128,-0.0004701109048838792,-7.916687952694824e-05,-0.0014467107105343858,0.05128205128205128,-0.01700403409568889,-0.0022419406710603965,-0.005620271643476626,0.05128205128205128,-0.017909161072724864,-0.043190115236012516,-0.00743643295703321,-0.0030673257913243794,-0.01230178585766296,-0.05128205128205128,-0.0004917905214762116,-0.009161788441886379,0.05128205128205128,-0.02253482832343615,-0.0019093852368269426,-0.00025694456149086606,0.05128205128205128,-0.008473095480905612,-0.0021668432229255538,0.05128205128205128,-0.004488019006761022,-0.010957631908592488,-0.004117653604953816,-0.01910158363391205,-0.008691444648268275,-0.00719627753897518,0.05128205128205128,0.05128205128205128,-0.009695729949247537,-0.0015710709610726001,-0.011781028842055657,-0.007308289169008988,-0.004167509914450454,-9.029371892827696e-06,-5.021726627612922e-05,-0.0050040491636404545,-0.003437069084936658,-0.03477018529824984,0.05128205128205128,-0.005641664887434188,-0.0015800811173446155,-0.03334835204965412,-0.004698143426647037,-0.008897820239642052,-0.02203134389636736,-0.015078176741539294,-0.019788531731574147,-0.0018449756349936486,-0.03070684310289472,-0.02170809879195745,-0.04230749024435404,-0.023902025549182405,-0.017816211961310224,-0.034613415992876165,-0.0014508624298599502,-0.004075414987218871,-0.02782503242297129,0.05128205128205128,-0.0022511833806696377,-0.014593011597820674,-0.004352503830845985,0.05128205128205128,-0.010732921272969884,-0.010643455293219965,-0.0013425993719475486,-0.00042320903447780887,-0.006539975564309021,-0.00687076297254633,-0.004792345047660721,-0.002455362351541173,-0.00595291017877839,0.05128205128205128,-0.014549635057502567,-0.011397675868427213,-0.02630891277388678,0.05128205128205128,-0.015441015226993527,-6.980573113961709e-06,-0.002667756470137003,-0.016823978427060286,0.05128205128205128,0.05128205128205128,-0.001991121403032091,-0.0014311915668716142,-0.0060247656799863585,0.05128205128205128,-0.0016966034807609943,-0.011146045557165335,0.05128205128205128,-0.017892033843363693,0.05128205128205128,0.05128205128205128,-0.002339714996124038,-0.0025884930272722668,-0.007319580756502549,-0.007768391635582008,0.05128205128205128,0.05128205128205128,-0.006057663817667519,0.05128205128205128,-0.014409985046692216,-0.003519984595968375,-0.049179848328812635,-0.029762067988672307,-0.01499894006902189,-0.0015615175905434753,-0.017261782030791727,0.05128205128205128,-0.013510450156845927,-0.004584125178824562,-0.0007194053688524433,-0.0053133005400163285,-0.010421512105962035,-0.0034859392849699933,-0.007417555387120949,-8.208230808875867e-06,-0.0018801488259854527,-0.03202983717072274,-0.03358555772870651,-0.016033879025870786,-0.007691818948285014,0.05128205128205128,-0.05091112858151538,-0.013430247286704802,-0.00019184791300139395,-0.014816286718076008
