,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,-0.001566635748445152,-0.014864537278525098,0.05,-0.007375853998042201,-0.05,-0.029985085945220962,0.05,-0.05,0.05,-0.021956000044758908,-0.005031234330926599,-0.016846694173325464,-0.022684063155466304,-0.00180572808285102,0.05,-0.018620375152896433,0.05,-0.029964177580844548,0.05,-0.02390453182596394,-0.03283716162640757,-0.01462508271295498,-0.015871467323003083,0.05,-0.05,-0.02701442983083943,0.05,-0.007546550646465175,-0.0044017008893929375,0.05,-0.03127887654826023,0.05,-0.031086700238142743,0.05,-0.0059649348387462164,-0.001378370202109347,0.05,-0.015000942832943395,-0.01786544342708197,0.05,-0.0007601401824947282,-0.015277688769783379,-0.005234130847707647,-0.010068850026091246,-0.040192523330332144,-0.005401867300920164,0.05,0.05,-0.0065343190911733755,-0.004588229578570052,-0.013964105106031474,-0.005639143296933257,-0.04840802098011708,-0.0020712561831506345,0.05,-0.05,-0.05,-0.0038627316481153378,-0.020260398044220314,-0.040944810483026076,-0.003657631846419066,-0.007686391558469972,-0.03642932481653126,-0.01215900662544457,-0.014790477483777303,-0.0007017106050638234,-0.021130170641443922,0.05,-0.008022226331719779,-0.023592062778672814,0.05,-0.014717183330675912,-0.0017265843266024018,-0.042995245954067875,-7.038393294908172e-05,0.05,-0.004434734792579734,0.05,-0.0269982925720502,-0.011216759390650925,-0.04547616260805272,0.05,0.05,0.05,-0.04366437823035985,-0.017358406549623916,-0.05,-0.00122439855959281,-0.004507605463664775,0.05,-0.0003710655709137629,-0.0005306846093948586,0.05,-0.030534013747197906,-0.05,0.05,0.05,-0.02457810781023644,0.05,-0.005539346850460203,0.05,0.05,0.05,-0.014393120043971103,-0.007959472422526407,-0.05,-0.017202759084156468,-0.010934440238468112,-0.02262364670881479,-0.004291795973069741,-0.007281513723364311,-0.010806037114504879,0.05,-0.011139768628814195,0.05,-0.02154444516241142,-0.012786838369882,0.05,-0.007620566093119239,-0.04309730646235335,-0.03649864005327224,0.05,-0.04480991506430463,-0.05,-0.00021258456807058337
