,0
str_seg_1,0.0011684610343268393
str_seg_4,0.00043023596618961947
str_seg_5,0.00018513982344618045
str_seg_6,-0.000352102991430017
str_seg_7,0.0020251475011621844
str_seg_8,-0.0027595984232168377
str_seg_9,0.001215625030212975
str_seg_10,0.0006850915729717706
str_seg_11,-0.0029636208010861507
str_seg_12,0.001235491446997196
str_seg_13,-0.0016620032281413261
str_seg_14,-0.0018696863717974344
str_seg_15,0.004894859055279884
str_seg_16,-0.0018866403709275458
str_seg_17,-0.0013094175350132997
max_str_seg,-8.849909073303169e-05
max_lad_str,0.0023874795167751197
max_lcx_str,-0.0004901505274868786
max_rca_str,-1.2516411450263891e-05
non-zero pet segs,0.0009291169081826197
