,0
lm - type of stenosis,0.0
lada - type of stenosis,-0.0
ladb - type of stenosis,-0.0
ladc - type of stenosis,-0.00011233906992522071
d1 - type of stenosis,0.0002756595189634992
d2 - type of stenosis,0.0
lcxa - type of stenosis,0.0
lcxb - type of stenosis,0.0
lcxc -type of stenosis,0.0
lpd - type of stenosis,-0.0
lom1 - type of stenosis,0.0
lom2 - type of stenosis,2.480207428897077e-05
im - type of stenosis,0.0
lpl - type of stenosis,8.108789155356766e-05
rcaa - type of stenosis,0.0002904756996929831
rcab - type of stenosis,0.0
rcac - type of stenosis,0.0
rpd - type of stenosis,0.0006446593583620344
rpl - type of stenosis,-0.00043814706056073097
stenosis type 1 count,-0.0
stenosis type 2 count,-0.0
max cta type,0.0
max high risk cta type,-0.0
sis,-0.0007087967868229652
