,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
0,-0.03226875411466307,0.05,-0.01441191059188535,-0.017360497379564185,-0.0003360077174750407,-0.015361801843777815,-0.027712508512330702,0.05,-0.0009408612192949549,-0.046201096974148634,-0.05,-0.02048692985170022,-0.010270086089967097,-0.008183922989118495,-0.019413987499657562,0.05,-0.002224705995377255,0.05,-0.05,0.05,-0.020921667613403624,-0.002980676077829948,-0.02249815425537171,-0.008987985562908838,-0.037225158226830715,-0.01748628547564237,0.05,-0.0239581730036839,-0.01217494598013026,0.05,-0.05,0.05,-0.00908458530142968,-0.0015413779141934306,-0.016041022118245173,-0.03380828292283301,-0.018001594821334933,-0.05,-0.02813287751521363,0.05,0.05,0.05,-0.0030160325258492045,-0.0188217598230876,0.05,-0.009033185204426492,-0.015555264984343462,-0.05,-0.03453469061811163,0.05,-0.0017065889601280263,-0.02557579864002918,0.05,-0.03191388406860369,-0.00834874809549624,0.05,-0.0029512454556759916,-0.04985985690224461,0.05,-0.004059028239073012,-0.02745654299934535,-0.03222043505197035,-0.04436481236872579,-0.02685423488089044,-0.001994488997938349,0.05,0.05,-0.05,-0.003827064361384222,-0.04080192744599868,0.05,-0.03150918339406472,-0.015424892992783537,0.05,-0.003955862900619753,-0.010384498375103666,0.05,-3.8148128942320174e-05,-0.023291289295121316,-0.05,-0.014478286419647612,-0.027157813183186864,-0.010208861876267508,-0.04715723427203944,-0.010830612680596265,0.05,-0.0016207575883272142,-0.05,0.05,-0.05,-0.0031258794616700184,-0.0035437515284578594,0.05,-0.013939222848545579,-0.002382102286656111,-0.05,-0.0190413315313341,-0.0044791044097456986,-0.05,-0.012572094868971345,-0.0004313304286595313,0.05,-0.013145537607862195,-0.0025919710160964733,0.05,-0.044959879365630076,0.05,-0.01999634673043007,0.05,0.05,-0.011649293459010533,-0.0017684841470658225,-0.0073357168854203,-0.026397016852673528,0.05,0.05,0.05,-0.05,0.05,-0.004427318747517805,-0.009268635509393702,-0.01690323658028079,0.05,-0.004301079920252375,0.05,0.05,-0.0041859429106070175,0.05,0.05,-0.0005712898848297168,0.05,-0.0072941774181743396,0.05,-0.05,0.05,-0.009687644889864951,-0.0030759825125862283,-0.006398846479437242,-0.006731346861274787,-0.017542696681481996,-0.002249899535940808,-0.03249871765116064,-0.013630378250115292,-0.03755473474792795,-0.0073733604607816045,0.05,-0.011003591437499818,0.05,0.05,-0.027833827123432343,0.05,-0.016377131826002513,-0.013234745493749986,-0.0022168466683612316,-0.019813155200857586,0.05,-0.003540550175684105,0.05,-0.007315486767485,0.05,-0.0074372815853545535,-0.0011684500082542028,-0.03130954954217987,-0.015712494212580117,0.05,-0.00020631587653617014,-0.035775338331089354,-0.01035420058752418,-0.0002484786155908267,-0.023972433199377207,-2.8959888744801164e-05,-0.002849185385221586,-0.05,-0.0015787373065838887,-0.05,-0.05
