,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
0,-0.004930885130920628,-0.05128205128205128,0.05128205128205128,-0.002849222098303595,-0.013300250407234478,-0.0008842225312695384,-0.004244958624564395,-0.004816183815415236,-0.0006073131815301317,-0.0033042798708716814,-0.0008554097783607362,-0.00025551679237933186,-0.005561019697348577,-0.029221448127825546,-0.01968029085116448,-0.003696399615497268,-0.00025260820930539076,-0.007157175132842896,0.05128205128205128,-0.0009312458682622126,-0.0034999015592433037,-0.001037306192777687,-0.039061893950183425,0.05128205128205128,-0.0258920182128867,0.05128205128205128,-0.025944386923035096,-0.00024053612761817125,0.05128205128205128,-0.017205301034739946,-0.0014399183221913258,-0.010150732693540198,-0.00024131570196336146,0.05128205128205128,-0.009624404180399377,-0.029368154667585085,-0.010225024230991961,-0.0020344250694526965,-0.0005822642812790558,-0.0002016935256983617,-0.03779523386135426,-0.026383465312698952,0.05128205128205128,-0.002457640740676979,-0.01977751969968752,-0.04565098039203793,-0.05128205128205128,0.05128205128205128,-0.05128205128205128,-0.007258937372681464,-0.01374309498339745,-0.006881735433035021,0.05128205128205128,-0.00042902350894988034,-0.0046911983827864125,-0.01809318574069381,-0.013950872850537355,-0.007954517302213847,-0.02410331110271377,0.05128205128205128,-0.012602817725708941,-0.0011496214419977337,0.05128205128205128,-0.0005681566141506864,0.05128205128205128,-0.001983190366886954,-0.0030176449198599307,-0.0025920371190614505,-0.007869279649368597,-0.0010742914544225276,-0.01700273515886339,0.05128205128205128,-0.0005508898407984439,-0.03803434680201235,-0.043157875977884674,-0.05112511914484133,-0.0014700192095122948,0.05128205128205128,-0.013097626727876408,-0.0007781202770423043,-0.008645498540179,-0.0068930337488076554,0.05128205128205128,-0.0014229735771602923,-0.015732004181787003,-0.03962092595456775,-0.05097356182394499,-0.012605839480723708,0.05128205128205128,-0.0012436468904134816,-5.650292093752037e-06,-0.0030346316897570348,-0.05128205128205128,-0.02617987008907928,-0.05128205128205128,-0.0017502489633357027,-0.002640281899395085,-0.028721292656066693,-0.0007617572990007976,-0.018579129608282452,-0.004145617338817574,0.05128205128205128,-0.0037871842824440246,0.05128205128205128,-0.022495380748654745,-0.013466265001642212,-0.01566107437119201,-0.03282338336276988,-0.007105266340583418,0.05128205128205128,-0.005061019408465957,0.05128205128205128,0.05128205128205128,-0.007082240269973557,-0.05128205128205128,0.05128205128205128,-0.05128205128205128,0.05128205128205128,-0.0010796393948892696,-0.0006570921741314473,-0.00036761271163098446,0.05128205128205128,-0.010833105783573506,0.05128205128205128,-0.02223520830807042,0.05128205128205128,0.05128205128205128,-0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.0005317183773335319,-0.0011096121625141643,-0.005944673819962351,0.05128205128205128,-0.0080944829842749,-0.05128205128205128,-0.0002649912594193714,-0.0030005760706088877,-0.00249509458860291,-0.007475198022465013,-0.012220157331867864,-0.0008860981878107554,-0.011363945425073916,-0.011695234438051873,-0.022198353784280124,-0.05128205128205128,-0.010376832429651177,0.05128205128205128,-0.021555427756405062,-0.00016957804944859432,-0.006093884279259288,-0.007043639402099926,0.05128205128205128,0.05128205128205128,-0.013318003771814916,-0.019232567783586885,0.05128205128205128,-0.00041886319728944715,-0.004972710183126638,-0.0004946867473883353,-0.007658623291186402,-0.005812150662789373,-0.0003401973408114332,-0.0018089878093566953,-0.0009855689158547918,-0.0008078866137336421,-0.021950683354728794,0.05128205128205128,-0.0015782222986167715
