,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
0,-0.03468117844501929,0.05128205128205128,-0.006437224137247715,-0.0067980461108297675,-0.027158137730973888,-0.00452526165548332,-0.0026792515086246143,-0.03676924783727297,-0.031757299088861726,-0.002560161367936158,0.05128205128205128,-1.887566153852715e-06,0.05128205128205128,-0.03574164771762929,-0.026024243334336897,-0.0023228814370464565,-0.014807677841534974,-0.008309168999852198,-0.05128205128205128,-0.018173769451026816,-0.04979522815356787,-0.020263691747339028,0.05128205128205128,-0.0005590917754703562,0.05128205128205128,-0.006245269349777022,0.05128205128205128,-0.027837144763226924,-0.012763349924049055,-0.018001859609593936,-0.0470388027985303,-0.018636314455305805,-0.0016319082528834512,-0.006926359453276076,-0.006089807476986428,-0.05037020599320279,-0.017082541753930165,-0.012325083667044363,0.05128205128205128,0.05128205128205128,-0.003537355344231831,-0.011571023250874422,0.05128205128205128,-0.05128205128205128,-0.008497964825322465,-0.05128205128205128,-0.004938560732045595,-0.0011524358761088982,-0.00039700455875821185,-0.006208001678208931,0.05128205128205128,-0.005720554049827096,-0.007454376135326617,0.05128205128205128,-0.0007209571017949371,-0.008890195326043012,-0.005485156930242781,0.05128205128205128,-0.031318961762981386,-0.004713624089650507,-0.008627418906443052,0.05128205128205128,-0.0029249341224829653,-0.0007606667101484336,-0.02576898890377627,-0.01209035596111009,-0.02170655448929573,-0.012454391317788619,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.027572328989320275,-0.010728946781122944,-0.01714337584366351,-0.02466678272703281,-0.0501649310143572,0.05128205128205128,-0.010354068170020131,-0.008979537904412565,-0.043744475155339094,-0.004449802980037387,-0.048568538997053955,-0.05128205128205128,0.05128205128205128,-0.015429113564569667,0.05128205128205128,-0.05128205128205128,-0.0038120901067031235,0.05128205128205128,-0.007343109661830052,-0.0017378287273979419,-0.009398696886814594,-0.006099765824873211,-0.05036854175747684,-0.02807173441432819,-0.05128205128205128,0.05128205128205128,-0.008053951960928892,-0.034034089853699774,-0.03834359685729323,0.05128205128205128,-0.020929100317213137,-0.011463045383489592,0.05128205128205128,0.05128205128205128,-0.021806087716862866,-0.00010069664098358473,-0.005357163182457966,-0.031240609807618256,-0.004720378453708383,-0.03938978156573021,-0.005088663991845403,-0.008300367903663824,-0.02387236679950594,0.05128205128205128,-0.02392684624470523,-0.009087501867973776,0.05128205128205128,-0.016078294531146092,-0.03063811268192201,0.05128205128205128,0.05128205128205128,-0.038004623713388475,-0.0010103758965672954,-0.000390117161025768,0.05128205128205128,-0.021229029881129097,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.013620836064705691,-0.0029759907639156946,-6.273672598692566e-05,0.05128205128205128,-0.013193295290146944,0.05128205128205128,0.05128205128205128,-0.011994131127283038,0.05128205128205128,-0.008093445241223705,-0.007374853244529702,0.05128205128205128,-0.0045813878616876285,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.05128205128205128,-0.018805270915681745,-0.05128205128205128,0.05128205128205128,-0.004790944792265001,-0.0015942775035584357,-0.03778454813166813,-0.03099828444513309,-0.0022810981234250324,-0.013323488604677193,-0.00417922132666472,-0.008432686307686225,-0.03365777549219331,-0.02377152138917133,-0.01610195752744069,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.01735399397265703,-0.025041645223816873,0.05128205128205128,-0.002920279775527651,-0.027351168362981158,-0.012235502398394259,-0.014761176481661186,-0.021698819436054104,-0.004831834801890271,-0.014416210657758737,0.05128205128205128,-0.015658323382629846,0.05128205128205128,-0.003860589857611243,-0.013657804767886922,-0.004478067766199176,-0.0035669956482047636,-0.012524084196698227,-0.007044868554423022,-0.0009764759834363187,-0.01935117635714728,-0.01109101063356427,-0.028169560053028262,-0.03667957380812288,-0.04632549216967723
