,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0,-0.006406236661486497,-0.021081399048328783,-0.004314204981282996,-0.004056650961176281,-8.863808858008451e-05,0.02631578947368421,-0.0012480201873639341,-0.002576071079847077,0.02631578947368421,-0.024076567491361642,-0.005030572327926152,-0.001634412692950904,-0.007609374856765487,-0.009489216084563346,0.02631578947368421,-0.00021491336053396047,-0.0005121395668946255,-6.388562484340361e-05,-0.005710528568288147,-0.003824066282450867,-0.008476805123801704,0.02631578947368421,-0.004632144837449006,0.02631578947368421,-0.007220061626857025,-0.021697226684104703,0.02631578947368421,-0.01531270223813999,-4.746513983481418e-05,-0.006028835694039002,0.02631578947368421,-0.0003952812296559983,-0.0012865372706843113,-0.0022286053986477154,-0.011719068982674727,-0.0029568360319439627,-0.0012796423395477884,-0.00010663718630658105,-0.0004009083389483817,-0.002592527854621904,0.02631578947368421,0.02631578947368421,-0.0007881218577265953,0.02631578947368421,-5.23985016178147e-05,-5.5643539967310654e-05,-0.00407010314454396,-1.2543665808292492e-06,-0.0012275394247943411,-0.00040913614661934817,-0.0003947752988746136,-3.4437860920236714e-05,0.02631578947368421,-0.004365717134817166,-0.010251094802657474,-0.014921535028010819,-0.0149870214461679,-0.022655286799586127,-0.000584882568939097,-0.012366029384646003,-0.02631578947368421,-0.022329837556188382,-0.017944411907900686,-0.0160763234208973,-2.4794503292864375e-05,-0.0049548448632737,0.02631578947368421,-0.004029290325721591,-0.0037725751910050675,0.02631578947368421,-0.010773040736043776,-4.325407564187826e-07,-0.0071466004446812835,-0.0028542833023963627,-0.004337938116922409,-0.014811714514341984,-9.61413206817966e-05,-0.003336471518324239,-0.00509408771067914,0.02631578947368421,0.02631578947368421,-0.0021473932427863106,0.02631578947368421,-0.005664039082827511,0.02631578947368421,-0.003906655775879071,-0.0026853623019097196,-0.0035459221694150605,-0.0019598443617281497,0.02631578947368421,-6.294154509684745e-05,-0.001995241910329453,-0.00013321920979360164,-0.01179044011589045,-0.0013107949969266336,0.02631578947368421,-0.0002495992606347368,-0.00914998229992286,-0.0022027632908316643,-0.018975884961942694,0.02631578947368421,-0.011711013619573534,-0.006834834377841975,-0.0097560060768746,-0.0006799110256003157,0.02631578947368421,-7.858385932393963e-06,0.02631578947368421,-0.010188762912267993,0.02631578947368421,-0.024106508785973733,-0.002519884669823037,-0.00834296037044802,-0.0015134095677221966,-0.003363311818742575,-0.002462313999054949,-0.004833135035510319,0.02631578947368421,-0.009612533177717727,-0.006028900084468188,-0.0013836371373691727,0.02631578947368421,-0.01566041676444543,-0.00839162798442134,-0.0027433527471653557,-0.0006220287696859259,-0.0016859598471438292,-0.0015724669240928081,-0.02631578947368421,-0.005528745353027251,-0.0022443785489221217,-0.008623166263518793
