,0
lm - type of stenosis,0.0011092624353480358
lada - type of stenosis,-2.733614390139347e-05
ladb - type of stenosis,0.0
ladc - type of stenosis,-0.0007012848925799009
d1 - type of stenosis,-0.0
d2 - type of stenosis,0.0
lcxa - type of stenosis,0.0012907342422140981
lcxb - type of stenosis,0.0
lcxc -type of stenosis,0.00022590733631226524
lpd - type of stenosis,-7.396073493953417e-05
lom1 - type of stenosis,0.00010523292794461976
lom2 - type of stenosis,0.0
im - type of stenosis,-0.0
lpl - type of stenosis,-0.0
rcaa - type of stenosis,4.844856781256953e-05
rcab - type of stenosis,0.001077488765230805
rcac - type of stenosis,0.0
rpd - type of stenosis,-0.0
rpl - type of stenosis,0.00026456366457908593
stenosis type 1 count,-0.0
stenosis type 2 count,-0.0
max cta type,0.0
max high risk cta type,-0.0
sis,-0.00044752169291424095
