,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
0,-0.03850598941588735,-4.047136057324552e-05,-0.003001667455045847,-0.05,-0.00021512021652081033,-0.015609875483944814,-0.019175592075441186,0.05,-0.05,-0.01387232453538614,-0.0021970864030717114,0.05,-0.008859797480768355,-0.03840967307454059,-6.009200798337243e-05,0.05,-0.00013779429848700592,-0.05,-0.019489060274246992,-0.00037559636649801473,-1.2848275737928597e-05,-0.02719436745889846,-0.05,-0.014978568232182266,0.05,0.05,-0.01602413710856796,-0.0009969366232763597,-0.000283949122346406,-0.009197454274719555,-0.04082757564115299,-0.05,-0.00741498040955522,0.05,-1.0628894246824318e-06,-2.4859292837487668e-06,-0.05,0.05,-0.008923960117049075,0.05,-0.008476562787649054,-0.007305699302252645,-2.655431630997068e-05,-0.05,-0.003691723480293016,-0.03186203839138784,0.05,-0.05,0.05,-0.0037376732259008344,0.05,-0.000780503636905671,-0.008106644995871406,-0.006692067735461278,-0.02448932546468987,-0.011385518326078925,-0.039717285652980765,-0.0022947874022246685,-0.0005627914259323174,0.05,-0.05,0.05,-0.009221368492964005,-0.0002478695664587466,-0.004634218672145615,-0.003903081849012837,-0.05,-0.02674874472850001,-0.0034813600951679033,-0.0014241099603470278,-0.006233701542041899,-0.0016610944958049038,-0.0026285937650848993,-0.021032372523747525,-0.007077326389979287,-0.006490452354122965,-0.0008466208905335536,0.05,0.05,-0.05,-0.006182800349357286,-0.00012987486203986948,-0.02258421951951515,0.05,-9.491029505023974e-05,-0.04753511624311731,-0.000269860755142152,-0.04294680967511986,0.05,-0.00047209089981578215,-0.013387579635822124,0.05,-0.03253560929292033,0.05,-6.592189073033321e-07,-0.0005439327338932063,-0.0005481743828346794,-0.027490772570995876,-0.0014344687562031363,-0.018134130835279913,-0.004035499178518358,0.05,0.05,0.05,0.05,-0.0008301457123427957,0.05,0.05,0.05,-0.04886383809051729,0.05,0.05,-0.0015607245729798217,-0.0038792613174475033,-0.0033592411493859357,-0.00011842738039364495,-0.01206419589866162,0.05,0.05,-0.0006191941283390405,-0.012299861854005445,0.05,-0.00023654800067807188,0.05,-0.010831482648957709,-0.002461068979518448,-0.003431967613336066,-0.0035120439173851234,-0.04128753547452267,-0.02047942761419881,-0.00047192563560835576,-0.0012896052708004967,-0.04790966366659681,-0.0017636648572724807,-0.00033269719720255676,0.05,-0.04035804299092022,0.05,-0.0066779601251953395,-4.822037720767098e-05,-0.00027831157917802775,0.05,-0.0008470517301872526,-0.004394285815977343,-0.0003149719824285588,-0.03396990944217278,-0.004195479501220586,-0.0007710864131271882,-0.004429927293874163,-0.020786257126190692,-0.04956054654713545,-0.005600255670521373,-0.0006031526220417278,-0.022358761940930956,-0.02867225660274918,-0.009635934053818608
