,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,-0.000957896338588037,0.05128205128205128,-0.0020984894655707016,-0.010976201048809534,-3.0677864779326714e-06,-0.010149008902442488,0.05128205128205128,-0.012255290956450272,0.05128205128205128,-0.049758573407044655,0.05128205128205128,-0.05128205128205128,-0.008421697307901621,-1.65311200711958e-05,-0.013379534447939592,-0.0022560751603315234,-0.0019480426391467937,0.05128205128205128,0.05128205128205128,-0.004138993831051857,-0.0029845995901984705,-0.011634455860553655,-0.015853359183735215,0.05128205128205128,-0.030464850214387464,0.05128205128205128,-0.01116930815824299,-0.0018564927646887981,0.05128205128205128,-0.01634857253789695,0.05128205128205128,-3.7784744832467485e-06,-0.01325504018077906,0.05128205128205128,-1.1879374953149801e-05,-0.007486153525084669,-0.0127973384084673,-0.010516301242341444,-0.019921608706781144,0.05128205128205128,-0.0065704647588539005,-0.003257247720595675,-0.0030510307288652496,-0.015979195783106463,-0.015062366984581407,-0.030785519250053187,-0.009891192755374882,-0.03514629135025454,-0.021602037035220754,-2.1746120295431246e-07,-0.04124496271263505,-0.0375037191510769,-7.092906528941201e-07,-0.01076963757597843,-0.04459699025738246,-0.021458110013428133,-0.0015962183874272944,-0.0010675581267432838,-1.0089542191363475e-05,-0.007421542786634838,0.05128205128205128,-0.0021852384267830164,-0.023167795904425584,-0.004078963613811182,-0.010467040432898585,-0.003834050816297665,-0.014751836474535348,-0.005358071722417789,-5.278397653006031e-07,-0.005676238993754525,-0.020584266803653908,-0.007472973377756578,0.05128205128205128,-0.04582583632350335,-0.003985757622793903,-0.00900228967292584,0.05128205128205128,0.05128205128205128,-0.009470389500028454,-0.046881011223560524,-0.0023770663069137173,-0.011196941487690088,0.05128205128205128,-0.026963027448785735,-0.00018062751511534818,-0.01583907689474679,-0.006197417560497063,0.05128205128205128,-0.0005028525984263823,0.05128205128205128,-0.03750932786667146,-0.006600695812592994,-0.003283476942531393,0.05128205128205128,0.05128205128205128,-0.005882620731089042,0.05128205128205128,0.05128205128205128,0.05128205128205128,-0.01617845699979022,-0.0008594714789600064,-0.022618821673111206,-0.004321895389477898,-2.281419452641855e-06,-0.009467659819568187,-0.006073316314127333,-0.04459623706473664,-3.089301565969708e-06,-1.0059182494274838e-06,-0.0021172548297211497,-0.024232741446746666,-0.02107239303607464,-0.022391500735494972,-0.006286371764816679,-0.00343651557891583,-0.028641297841997038,-0.004313162920510267,-0.0024473789884166246,-0.0015772888010299215,-0.0001764783607461809,-0.01007655840533683,-0.0009980542330864839,-0.002427394622986887,-0.0029024853787961305,-0.0155343008072618,0.05128205128205128,-0.005142002077555435,-0.0082756731609244,-0.03447752276148048,-0.023166957417641833
