,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,-0.00013256290197616422,-0.0006314107170445661,0.05,-0.004706071227371138,-0.05,-2.208854229947477e-06,-0.017267641423830422,-0.016846709579022612,0.05,-0.013564300488565889,-0.0006362025598703942,-0.0009551864793809663,-3.787249752994078e-05,-0.0014547884061945758,0.05,0.05,-0.0006662296780061567,-0.0039370896470385715,-1.717629449072394e-05,0.05,0.05,-0.05,-0.0015783284965288258,0.05,-0.04923421372447383,-0.001188141619982624,0.05,-0.0022053611238422397,0.05,-0.000541293199239308,-0.011418230804146865,0.05,-0.008543993202340663,-0.0007806355484045184,-0.05,-0.004153614750431173,-0.03273235857616958,-0.05,-0.01238797616015332,-0.04943611386419639,0.05,-0.019031056228875208,0.05,-0.007265916095817826,-0.0488884042183864,-0.00017106056761303058,-0.008140325736439108,-0.004563786330302279,-0.003667524954638737,-0.04890316877444502,-0.04066188092745125,-0.05,0.05,0.05,-0.016094230642499773,-0.05,-0.05,-0.05,-0.001959211792450971,0.05,-0.04931500238180618,-0.019015168610843073,-0.0001731343737304147,-7.612812782598677e-06,0.05,-0.05,-0.006374766327583542,0.05,-0.004175853345813078,-0.049124293990834574,-0.05,-0.009358913376008283,-0.05,-0.030143749078528077,-5.332042822412007e-05,-0.006158277569744606,0.05,0.05,0.05,-0.0008112412690306837,0.05,-0.04584638524956883,0.05,0.05,-0.05,-0.05,0.05,-0.05,-0.004411918182442123,-0.0018802081340158722,-3.058349804306938e-05,-0.05,0.05,0.05,0.05,0.05,-0.04673810907488778,0.05,0.05,0.05,-0.05,-0.00020885243233356187,-0.05,-0.05,-0.0008973544699364467,0.05,-0.025203577527152087,0.05,-0.017007671571175755,0.05,-0.0006064055638270075,0.05,-0.0015298788701196028,-0.000996183645019944,-0.003803058667346309,-0.00015341999067838602,-0.0001364449363136895,-0.0004457101186294005,-0.000887958938102059,-0.04086612919862523,-0.04923653827347261
