,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,-0.007743082844095828,0.05,-0.0008761092761860927,-0.05,-0.0010123599135557254,0.05,-0.003982912793808133,-0.006910992137906827,-0.005770423400378451,0.05,-0.00700012501465352,0.05,-0.05,-0.049654246090320694,-0.004335882041322872,-0.0007764902055869385,-0.05,0.05,-0.006377994789994639,-0.005053962582289789,0.05,-0.00034931670178305773,0.05,-0.0008496103043781754,-0.0489714110292341,0.05,-0.010072510199791617,-0.0006306374115545402,-0.005396228824731931,-0.0009711507207447749,-0.010893182690938795,0.05,-0.00047511491628754384,-0.001288796326034749,-1.1259461067703036e-05,0.05,-0.0341125934621265,-0.0017111640139876327,-0.0010791548696280537,-0.05,-0.044287378303137656,-0.04972340586775649,-0.0006351047826816566,0.05,-0.0009276917608438903,-0.04915468240216786,-0.0009335726592001039,-0.05,-0.01854673573949986,0.05,-0.0011034625898634187,-0.0005624246779356846,0.05,-0.04876987316444959,-0.011818826636502973,-0.0481022723208274,0.05,0.05,0.05,0.05,-0.00018154309397805103,-0.04814986612459039,-0.0006968873788181028,0.05,-0.004046245307822121,-0.0006512600672208264,-0.01841606587838011,-9.529909167421067e-05,0.05,0.05,-0.01686022076986255,-0.049986985762489965,-0.00047880746634769883,-0.018097518942738776,-0.035839108647507834,0.05,0.05,-0.0014399298266757142,-0.049178299964794094,-0.0003790095104560455,0.05,-0.05,-0.003516060164988155,-0.00012112846645755417,-0.030772450779076255,-0.05,-0.027156436131677585,-0.002922819595148594,-0.0016913793216578473,-0.0007446892550976214,-0.000703649411724637,0.05,-0.0012784151387253595,-0.0005648454180200671,-0.0007028440889697081,-0.02185442644040306,-0.014575397395424882,-0.000811842592363397,-0.00721442503965348,0.05,-0.05
