,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0,0.05,-0.018111673771825366,-0.009861195557921983,-0.004036278781820457,-0.0006693427344660438,0.05,-0.01957523316937742,-0.0003539304290291241,-0.010887238450775938,0.05,-0.005144448691184885,-0.003329956481730841,-0.012964021823031632,-0.005961857210989572,-0.022113247079698452,0.05,0.05,-0.004757747830312181,-6.69505245686804e-06,-0.006548117022811092,-0.00036060780248608793,-0.007669048270600776,-0.0008776530758734576,-0.05,-0.010062245524460108,0.05,-0.00955861966397972,-0.014009812950265804,-0.030580766461107335,-7.325825583046102e-06,0.05,-0.02102160806469802,-0.019934629530822232,0.05,-0.005051677098121467,0.05,0.05,-0.006526399103748834,-0.02681233960762889,-0.013047887354767179,-0.01602883563455829,0.05,0.05,0.05,-0.009539963927134815,-0.008725693460666508,0.05,-0.020380108419125208,-0.016526792298368877,-0.05,-0.019012552953624383,-0.021673911538797143,-0.05,-0.004074652428992016,-0.019918965472058923,0.05,-0.008350479615548401,-0.0011702533505451467,-0.03030745642250854,-0.009857519767514488,0.05,-0.007960613635742004,-5.243897050263783e-05,-0.015961258574831997,-0.039537773986878445,0.05,-0.0036892191595754944,-0.010109276126245872,0.05,0.05,0.05,-0.010098812247338506,0.05,0.05,0.05,-0.01203682514446953,0.05,-0.01023203194669438,0.05,0.05,-0.0038768420406840357,-0.01221577080912568,0.05,-0.0003091259492368794,-0.03915925229254223,-0.013473680747199212,-0.026131706898760026,-0.0013483932409876634,0.05,0.05,0.05,0.05,-0.005325805437772038,0.05,-0.00015475939184794328,-0.000642277977658434,-0.004732748304714174,-0.0012019757010847802,-0.0329960737659077,-0.006920209911046915,-0.034504767179475454,-0.017354265505950414,-0.002184775442330902,0.05,0.05,-0.016800642855891168,-0.03327061505038649,-0.0026024163690935255,-0.01872053658919277,0.05,-0.009683614183911136,0.05,-0.0002638442983956328,-0.02283160609289467,0.05,-0.003584070751100452,-0.015162336336117077,-0.020818570215798055,0.05,-0.002158380962756508,-0.026594786392197856,-0.02835307474276118,-0.04254280790993214,-0.05,-0.025356712546749028,-0.05,-0.05,-0.05,-0.00580457552955445,-0.05,-0.010644157117818142,-0.027187781955828792,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
