,0
sex,-0.0005185506152211874
age,0.0006392855275696994
bmi,-0.00016962040885287763
smoking,3.872306743719316e-05
diabetes,0.0003511433085914055
hypertension,-0.00011415407716860372
dyslipidemia,-4.234757250455674e-05
chestpain,0.00048417533643113034
dyspnea,-0.0
str_seg_1,-0.0017088305750008938
str_seg_4,-0.0
str_seg_5,-0.0
str_seg_6,-0.0
str_seg_7,-0.0
str_seg_8,0.0
str_seg_9,0.0
str_seg_10,-0.0
str_seg_11,-0.0
str_seg_12,-0.0
str_seg_13,-0.0
str_seg_14,0.0
str_seg_15,0.0
str_seg_16,-0.0
str_seg_17,-0.0
max_str_seg,0.005620801801990624
max_lad_str,0.0018663942382137848
max_lcx_str,0.0
max_rca_str,0.0011120068985475647
non-zero pet segs,0.0
