,0
str_seg_1,-0.006891854457874595
str_seg_4,-0.004003488047976804
str_seg_5,0.0011813270993467186
str_seg_6,0.0006429384695815673
str_seg_7,0.0048228413449195795
str_seg_8,0.0061148956373741
str_seg_9,0.00031181376026355516
str_seg_10,-0.0015543939771756475
str_seg_11,-0.0013656195924611945
str_seg_12,-0.0002038725906605649
str_seg_13,-0.0023281018091921755
str_seg_14,-0.002362670559357608
str_seg_15,0.001547568008875723
str_seg_16,-0.0006775630934162666
str_seg_17,-0.0001094998453828637
max_str_seg,0.0038834360976226453
max_lad_str,0.002733106220491722
max_lcx_str,0.0003794413208050958
max_rca_str,0.005006707944168681
non-zero pet segs,-0.0019090145965007135
