,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
0,-0.0032946941599913426,0.05,-0.0013451295661690962,-0.0002666542676507589,-0.038043841751562,-0.04939461405586119,-0.00012010749102530984,-0.006782256686664672,0.05,-0.0027665551851845057,-0.00016925530956876422,-0.0010545775677024203,-0.043981697230873515,-0.008769334009543642,0.05,-0.0006963435582996195,-0.00015933395321716414,-0.029872315588474873,-0.05,-0.05,-0.03141440427927723,-0.0011835396584130352,0.05,-0.049885376695456715,0.05,-0.010559198308420073,-0.008836015456131684,-0.0002998657694879386,-0.000409360440027285,-0.0008212479197032482,-0.004280939688377153,-0.001073921501876916,-0.00036455006020066373,0.05,-5.3253943272081565e-05,0.05,-0.01017257556539131,-0.0026873222295312384,-0.01921927805763004,-0.04981142093283565,0.05,0.05,0.05,-0.003500386374792705,-0.0010767161838393159,-0.04954742383371095,-0.01221124666240201,-0.010389563998746418,-0.0005951162830961404,-0.0003584327832472691,-0.021353105373628646,0.05,-0.044563716719774556,0.05,-0.003814635097165497,-0.046356374107135376,-0.00311218829072009,-0.016213896992321074,-0.025780278807985647,-0.0010995790789513978,-0.000602033477953887,-0.002124702688631898,0.05,-0.04975193179640312,-0.00020869920192822817,-0.0006096580620130508,-0.0017333321725628743,-0.0010848615773069287,-0.00013205166463868995,0.05,0.05,-0.0064797878169439455,0.05,-0.03541014599912783,-0.006474477979255022,-0.007969116557202645,-0.0036977106617595997,-0.04842250394754437,-0.0036812919860766185,0.05,-0.043442436004894544,-0.0033440148385255352,-0.00034231156951707866,-0.015316883387743915,-0.00484341338330209,-0.0018782038622988761,0.05,-0.0008201939304551648,-0.0005951558305651648,-0.04077583971479012,-0.0020627561004257014,0.05,-0.0018269299279297592,0.05,-0.003208181396123254,0.05,-0.02438677765557151,-0.0006919550179779313,-0.00023065900215173867,-0.006842322122912687,0.05,-0.00016926872953826024,-0.0420659892290041,-0.003952385844930623,-0.0019658165589012374,-0.0012749486900563041,0.05,0.05,-0.0015412204904397832,-0.05,-0.04992623689127186,-0.047830403273184705,0.05,-0.019582114700021004,-0.04235858621649504,-0.00035470389944791805,-0.002080899834223121,0.05,-0.002415971273587262,-0.05,-0.024064408659634266,-0.010135426828044304,-0.05,-0.01975993461241321,-0.033472733636402754,-0.005155257684423809,0.05,-0.0040090430562059855,-0.02070483953351688,-0.028600563762152316,0.05,-0.05,-2.2338325614348275e-05,-0.001698734030945085,0.05,-0.0029551744949063807,-0.0022082212854062045,-0.010976686669762759,-0.008748907152873965,0.05,0.05,-0.00267211686391644,-0.001095216223740505,-0.0061131951465345485,-0.027403734520804118,0.05,0.05,-0.001043943721225855,0.05,-0.00036319357272954146,-0.022015085799954124,-0.0018942944001106889,-0.0007441537716935768,-0.00031786279274514365,-0.004987507075460329,-0.025613222344428487,-0.004149259605757825,-0.0002446367442344918,-0.000504730132518591,-0.0002165741835634852,-0.00018795933162014873,-0.00022778286150554463,-0.004278241127727492,-0.00037329571194146547,-0.03327984628651036,-0.0010181921579304847,0.05,-0.0010717353288284917,-0.0007607646506362351,-0.009767489119118256,-0.0017973209658145347,-0.006954567267148897,-0.00019980556842614754,-0.00211187448215082,0.05,-0.0016705222541530836,-0.0012526929870685288,-0.0016206385143534368,-0.00023198546541558493,-0.004920707960519918,-0.001071121174507424,0.05,-1.761478881695931e-06,-0.0015669996188042011,-0.0005420768469354395,-0.018770755309283745,0.05,-0.026160490328226337,-0.004860167672770718,-6.061032656638024e-06,-0.0004472605956959216,-0.04907683438117677,-0.0002397447135465179,-0.0008265450463123013,-0.0005131365621908567,-3.010012544875499e-05
