,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,-0.04023735723732681,0.05,-0.05,-0.05,-0.0027106768599260873,0.05,-0.009918656517262012,-0.003809786724206609,0.05,-0.0008209700513639307,-0.00044927583360456337,0.05,-0.05,-0.05,-0.05,0.05,0.05,-0.0009833564561264603,-0.05,0.05,-0.05,-0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,0.05,-0.05,-0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,-0.00023931802961237627,-2.4793920674039314e-06,-0.05,0.05,-0.004906690218171836,-0.05,-0.05,0.05,0.05,-0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.05,0.05,-0.004887731069589727,0.05,0.05,0.05,-0.0341384223241028,0.05,-0.012101852713009814,-0.049798822518874505,0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,-0.03789814728699019,0.05,-0.0007240764531658009,-0.0029876330775770953,0.05,-0.05,-0.05,0.05,0.05,0.05,0.05,-0.05,-0.05,-0.043102951579878236,-0.00028179565714370625,0.05,0.05,0.05,-0.05,-0.05
