,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
0,-0.002411501184729944,-0.049804824029642696,0.05,-0.0010469877447598591,-0.0003408967554690186,-0.0006239439249630615,0.05,-0.0007825318014673868,-0.00012746229162433753,-0.006924196459066362,-0.04792743727919744,-0.0054857972112646244,0.05,0.05,-0.027284948631956196,-0.01971815109404778,-0.05,0.05,-0.03398668281476095,-0.00351049376377326,0.05,-0.001463329151289681,0.05,-0.05,-0.041678707191948536,-0.0008423644240687147,-0.0027489386785709605,-0.05,-0.01776645072039657,-0.04907566880834248,-0.05,-0.05,0.05,-4.1385457888926344e-05,-0.0009766584816135802,0.05,-0.04978274830295245,-0.00034422990593140594,-0.00016436946668961,-0.0015866818688373536,-0.027066524043430358,0.05,0.05,-0.001747365200445826,-0.05,0.05,-0.0006167501707581736,0.05,-0.012670840342285689,0.05,-0.0019987118502755342,0.05,-0.0057570267084454075,0.05,-0.05,-0.05,-0.001291226254017067,-0.01638552312484262,-0.030871668564779804,-0.0009910708398960075,-0.05,-0.0016166610577010704,-0.001627243322247208,-0.007551963228259845,0.05,0.05,-0.05,0.05,0.05,-0.05,-0.05,-0.05,-0.00295259057761211,-0.05,-0.04860880975263465,-0.021475761537681565,-0.039578294438324106,-0.049160481181654225,0.05,0.05,-6.112766226975866e-06,0.05,-0.03947088468725873,-0.0013964498696593902,0.05,-0.000739023745329041,0.05,0.05,0.05,-0.005056461836554795,0.05,-0.0498214888716847,-0.04535613049622737,-0.003707863820846948,-0.04931343814759156,-0.003036074624953568,-0.04294484234358402,-0.00025891642003183894,0.05,-0.04955447415007049,-0.005493291214908484,-0.05,-0.0012386358204507881,-0.006252557425384012,0.05,-0.002890581187928498,-0.001132855607565258,-0.03088693612180208,0.05,0.05,0.05,-0.0008087693592533681,0.05,0.05,-0.0017416714290909153,-0.024371847788332585,-0.05,0.05,0.05,-0.03505764643557285,-0.0013976289765520473,0.05,-0.03782763188760512,0.05,-0.040917959139949285,0.05,0.05,-0.0439384363891782,-0.05,0.05,-0.020101361299876535,-0.002591495208012761,-0.00964742027088365,-0.007523406613094275,-0.0016534469140641374,0.05,-0.05,0.05,-0.00018598051825728098,-0.05,0.05,-0.0013660386998949892,-0.008850829578419669,0.05,-0.049655331583764936,-0.04927847248457486,-0.040448653223120225,0.05,-0.04854518034222732,-0.0012574781287174378,-0.0171503579563182,-0.006392202120497202,-0.049872537708375665,0.05,-0.0008185909166589173,-0.007540710056955871,-0.0029352836970050855,0.05,-0.0018182414359322872,-0.0003226002240453252,-0.0013812314966456629,-0.010389517205778987,-0.014648452811929155,-0.0033547634531933416,-0.0005411950199383389,-0.04975885429541177,-0.002446375523440887,-0.05,0.05,-0.0013085845202014637,0.05,-0.05,-0.05,-0.0019433627710303673,-0.0005936458114013056,-0.05,0.05,-0.05,-0.008486409207456656,-0.041690137706090855,0.05,0.05,0.05,0.05,-0.007973043680634721,-0.004319892181730884,0.05,0.05,0.05,0.05,-0.0012068667051393564,-0.04957230123449483,-0.04163856483125574,-0.006168180096514302,-0.010342423914498914,-0.0006546687735973003,-0.0005913995747810903,-0.05
