,0
str_seg_1,-0.004629305330568232
str_seg_4,-0.005091474644307212
str_seg_5,-0.0015754197523687413
str_seg_6,-9.99662709954286e-05
str_seg_7,0.002984343043873746
str_seg_8,0.0025601682172857873
str_seg_9,0.001202690189497399
str_seg_10,-0.004579267850616712
str_seg_11,0.005258983834676313
str_seg_12,-0.0007605909820618051
str_seg_13,-0.00017353346829415754
str_seg_14,0.00383537159284139
str_seg_15,0.005436316424869863
str_seg_16,-0.001639678335656515
str_seg_17,-0.0021766433263860118
max_str_seg,0.008943819319085023
max_lad_str,-0.0041055692147375636
max_lcx_str,-0.0021333742315584573
max_rca_str,0.0005027579588478284
non-zero pet segs,-0.001652030328099769
PCA1,0.0017965315375484496
PCA2,-2.633786245526542e-05
