,0
str_seg_1,-0.005594820009893346
str_seg_4,-0.004474955814387677
str_seg_5,-0.000656395625024232
str_seg_6,0.0010329457515640145
str_seg_7,0.004676749297620566
str_seg_8,0.002127847684839702
str_seg_9,-0.0013089561240233623
str_seg_10,-0.0023393037673025427
str_seg_11,0.002797179025592602
str_seg_12,0.0008704829883732869
str_seg_13,-0.0021455420881498185
str_seg_14,0.0011170380942596
str_seg_15,0.0021444594703454428
str_seg_16,-0.0024973747092570603
str_seg_17,-0.0014504528657157283
max_str_seg,0.004963355224587936
max_lad_str,0.0004778870395144972
max_lcx_str,-0.0010668963611717085
max_rca_str,0.005066219567527695
non-zero pet segs,0.0014578695960670968
