,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
0,0.05,-0.0012553638771468022,-0.0026603937102702433,-0.004895860032421487,-0.04949882679534796,-0.000980843935889738,-0.04927938912096223,-0.006267977225195213,-0.00024338928618619494,0.05,-0.013519578703520515,-0.006346643287810391,-0.000984797179549257,0.05,-0.002275914613045964,-0.030233660893075547,-0.003328258362771841,-0.04314439041861955,-0.0003483062054682927,-0.014157296269953346,-0.0008756774488341933,-0.04871563851492653,-0.0003859092640930523,-0.0490010556821545,-0.0002168473698785876,-4.684103524962972e-05,0.05,-0.005374190962344784,-0.014843280047539587,-0.003507337548320222,0.05,-0.0023188553060481147,-0.0055540504151720535,-0.04745863700185328,-0.000544098576389746,-0.00063685103391353,-0.0027923648581263155,-0.003017944179432431,0.05,-0.04446157730334645,-0.05,0.05,0.05,-0.0006840163831305191,-0.005998039694162127,-0.001203804910377747,0.05,-0.002399806434025781,0.05,-0.0005706829922858348,-0.003739835716166528,-0.0079106233442395,-0.0008887425539034746,-0.005169147099110936,-0.00031569239068080423,-0.05,0.05,-0.0003187730262344762,-0.05,-0.05,-0.0009653836850114526,-0.04649344876182777,0.05,-0.0008453375154440279,-0.04399633588713454,-0.018956034883665613,-0.018116056315219984,0.05,-0.05,-0.00028036180920778896,-0.005743341742113028,-0.0076428054488869145,-0.0006658807850372552,0.05,0.05,-0.00011082214146129461,0.05,-0.015384246042431276,-0.0022657819414150376,-0.00022870058646727072,0.05,-0.010366875813935899,-0.04934096056006821,-0.02886273304299597,-3.272765308651884e-06,-0.00112187782324762,0.05,-0.024955715894475428,-0.0023726418480493412,-0.03556201978054699,-0.0006077143813029264,-0.03570330468702809,0.05,-0.0026723400584160984,0.05,0.05,0.05,-0.006669689691068818,-0.002800347357681864,0.05,0.05,-0.03468228259086458,-0.007369671382194518,-0.002400659959652896,0.05,-0.00044683285149685727,0.05,-4.259393613520495e-06,-0.049321731268845974,-0.02981496214863428,0.05,-5.275628305540208e-05,-0.008048802359005874,0.05,-0.001217817128936639,-0.05,-0.00044154048323577814,-0.00039734654875762064,-0.0017434970049229025,0.05,-0.014169664745268023,-0.002817420973285251,-0.0013836676888452728,-0.00043063629723566943,-0.0053841384743860176,-0.0023214868325967934,-0.000640450255560333,-0.0009258304157087714,-0.05,0.05,0.05,0.05,-0.0006550524828780874,-0.00826691762634341,-0.0008324958546651736,-0.04785801464928195,-0.0031067066350056434,-0.0002651380833090677,-0.0004172975920062495,-0.0032684890552895337,-0.00032754309877873684,-0.0001861198722079001,-0.00040889240932794865,-0.0001639791938374544,-0.0037524588401062426,-0.05,-0.017036293111985897,-0.0021718053615476423,0.05,-0.030059208290706085,-0.004612772725746176,-0.0002617337734535089,0.05,-0.0008054877550757964,-0.013674821651909932,-0.0046336292312477425,-0.00016028814051625965,-0.049861104582382326,-0.00012989787811220813,-0.000522820712760233,-0.0016137171063491922,-0.011001487569094432,-0.00020967029344024047,-0.008245695614390588,0.05,-0.0012619188976099773,0.05,-0.0029430987249068562,-0.01493398707551446,-0.003942488842890081,-0.037183471246822655,-0.001217044871893091,-0.001280023275525661,0.05,-0.0054879767226487025,-1.636681174925602e-06,-0.00019611541167133267,-0.00047184479958225264,-0.0022655927297345535,-0.009821931193946627,-0.012257827667450098,-0.04975045700948781,0.05,-0.012760880367893121,-0.032538956231803265,-0.014488234512648634,-0.006309394066505871,-0.04074149210322877,-0.0039395310596654,-0.0065227645697141234,-0.0026369706230667694,-0.004198745726508835,-0.00022688861028382436,-0.001786522925930651,-0.00037759427086790697,-0.00042320267901640215,-0.00040317056552423785
