,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0,0.05,-0.00022767101921557974,-0.0008885756364395035,-0.002016620209082592,-0.03168716672815171,-0.006542109162327505,-3.509045002628326e-05,0.05,0.05,-0.00045355909761949183,0.05,-0.04821791927581226,-0.0053238969533001505,-0.05,-0.009076087743317841,-0.031915460509372474,-0.0003123461334556077,-0.005910658385473335,-0.05,-0.05,-0.00032791431250208666,-0.05,-0.0015710696193272674,-0.05,0.05,-0.004348233995018851,-0.03559713273898729,-0.015696212278241396,0.05,-0.00605430679207703,-0.00022647776694054907,0.05,-0.016176769489776754,0.05,-0.005492540515182371,-0.0002595866766417542,0.05,-0.00048816813357272675,-0.020089489037276018,-4.228348341213618e-05,-0.02025990570880327,-0.0016398321621461521,0.05,0.05,-0.014688770098776796,-0.0007644197067590912,-0.011137138461393378,-0.0011886457806937185,-0.010121905639502623,-0.004430092908268442,-0.039557221304165786,0.05,-0.011491094826697993,-0.004564924913103475,-0.001388285479922641,-0.006007016148437953,-0.0013395178670621275,-0.004178949154117479,-0.05,-0.040683700708465345,-0.03883944339920527,-0.00016412190926703865,-0.05,-0.019724120625286255,0.05,-0.005544439585116015,-0.05,-0.0007381831493560808,0.05,-0.003804287905990188,-4.174018245741854e-05,0.05,-0.02489408167887079,-0.016804524686262978,-0.029601713899583038,-0.0318709143073143,-0.012440615959189043,-0.05,-0.05,-0.005165350099252778,-0.05,-0.000263770471973643,-0.05,-0.00013196277105086016,0.05,0.05,0.05,0.05,-0.007715026506297172,-0.0058116894228143635,0.05,-0.005783558158003403,-0.0005323414944755935,-0.03629580083049163,-0.012947022551350057,0.05,-5.0078764008428485e-06,0.05,0.05,-0.001083678350904619,-0.021596135772491733,0.05,-0.0018475992035000225,-0.0008512300035963871,-0.008633431630148082,0.05,-0.029735932086471906,0.05,-0.023928916065092464,0.05,-0.017579084903511937,-0.05,-0.0031709831467482304,-0.0022090835651780846,0.05,0.05,-0.05,0.05,0.05,-0.009463134966941374,0.05,0.05,-0.018795269323396823,-0.00952384088492151,-0.0027253232443405417,-0.010275024530584478,-0.006259423236434932,-0.0416770009477848,-0.026125815036456806,0.05,-0.0004529249545815529,0.05,-0.002642619487922437,-0.0036271445894951624,-0.009572380688794012,-0.016232993126664153,-0.00025162512345070187,-0.0013305357706451248,-0.05,0.05,-0.05,-0.00412818366937215,0.05,-0.011610557683213712,-0.0023458864714520455,-0.0034663991563548087,-0.0014184811052582492,-0.00020181972431299695,-0.009467661059399762,-0.0011926072680358455,-0.0029083329824314036,-0.01307312538077329,-0.005460418306720171,0.05,-0.0018224639834478595,-0.004954255483279967,-0.0026135723799811422,-0.03533902097826213,-0.012127623654241255,-0.027822619685701277,-0.00737890037768543,-0.001538455529142954
