,0
sex,-0.00018710749544224503
age,0.0006658105579481516
bmi,-0.000637301492659482
smoking,-2.209549510369742e-05
diabetes,0.0002660325291220276
hypertension,-0.00027340480314215807
dyslipidemia,3.2100268390080133e-05
chestpain,-0.0001644107043381517
dyspnea,-0.0006580196105938214
lm - type of stenosis,0.0005180599777807139
lada - type of stenosis,0.00022477499349977115
ladb - type of stenosis,0.0004958768176309746
ladc - type of stenosis,-0.00041912470654994615
d1 - type of stenosis,0.00020951315262166898
d2 - type of stenosis,0.0002625567926268965
lcxa - type of stenosis,-9.041001862384866e-05
lcxb - type of stenosis,-0.00029344822918457163
lcxc -type of stenosis,0.0010204392767422879
lpd - type of stenosis,-0.0004185806918844709
lom1 - type of stenosis,-0.0006325058857394557
lom2 - type of stenosis,-0.00032394130180769234
im - type of stenosis,-0.00041043547444000937
lpl - type of stenosis,5.881271473732055e-05
rcaa - type of stenosis,0.0008712084508500811
rcab - type of stenosis,0.0006820268415790945
rcac - type of stenosis,-0.00012277995641630114
rpd - type of stenosis,0.0011208847696031498
rpl - type of stenosis,-0.0007888119854384045
str_seg_1,-0.0011570276313283153
str_seg_4,-0.0018776743525853
str_seg_5,-0.0007854998291710613
str_seg_6,0.0027688350313065267
str_seg_7,0.0036836423048295535
str_seg_8,-0.0012922640948753793
str_seg_9,0.0019074540221180353
str_seg_10,0.0016585318814369642
str_seg_11,0.0031394216644655623
str_seg_12,-0.004100960976855653
str_seg_13,-0.0018929354633575577
str_seg_14,-0.0014202879848351385
str_seg_15,0.0026151231492921125
str_seg_16,-0.0017222497066973542
str_seg_17,0.0007929787067669003
stenosis type 1 count,-0.00014055203046433752
stenosis type 2 count,-0.00022558464557973366
max cta type,0.0018067361560033194
max high risk cta type,-0.000911161313387097
sis,-0.0006554285118341869
max_str_seg,0.0033728522114719836
max_lad_str,-0.00019134856955202437
max_lcx_str,-0.00180546648914811
max_rca_str,-0.002176210133604522
non-zero pet segs,0.0015372408071691983
PCA1,-0.001094729546371713
PCA2,0.0009873692164628612
