,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
0,-0.05,0.05,-0.0012383424233653952,-0.0016580228096995837,-0.04733976995742671,-0.05,-0.05,-0.05,-0.05,-0.05,-0.0017648833317522674,0.05,-0.05,0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,-0.045781454170229094,-0.05,0.05,-0.00872996163214264,-0.05,0.05,-0.05,-0.05,-0.05,0.05,-0.05,-0.05,-0.05,0.05,-0.002109165172148673,-0.05,-4.144972860361817e-06,0.05,0.05,-0.04919788101493357,-0.05,0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,0.05,-0.05,-0.019041213388161594,-0.05,0.05,0.05,0.05,-0.0021002097404220965,-0.010574422707088749,-0.05,-0.05,-0.05,0.05,0.05,-0.05,0.05,-0.05,0.05,0.05,0.05,-0.0026602300425732934,-0.01663705882188298,-0.05,0.05,0.05,0.05,-0.004323334115140892,-0.05,-8.013853821915913e-05,-0.05,0.05,-0.05,-0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.02378417829525109,-0.0006015702970336696,0.05,-0.05,-0.05,-0.038849865525140824,-0.014454609834596652,-0.05,0.05,-0.05,-0.05,-0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.034734282112707,0.05,-0.05,-0.01176121187015226,0.05,-0.0014460125913040391,0.05,-0.0021191629911780684,0.05,0.05,-0.002893381928172134,-0.05,-0.05,0.05,-0.05,0.05,-0.05,0.05,0.05,-0.03095878661183841,0.05,0.05,-0.0025778720842697667,-0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,0.05,0.05,0.05,-0.05,-0.05,-0.03827846496117638,-0.05,-0.05,-0.05,0.05,-0.0010300198870249568,-0.0005021752575109223,0.05,0.05,0.05,0.05,-0.05,-0.003413187826925954,-0.05,0.05,-0.0007796600041078989,0.05,0.05,0.05,0.05,-0.021651806659320205,0.05,-0.05,0.05,0.05,-0.05,-0.0037529839953014447,0.05,-0.00132763642369707,-0.05,0.05,0.05,-0.05,-0.001024899354925872,-0.05,-0.05,-0.05,0.05,-0.05,-0.05,-0.0008179986503183164,-0.05
