,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
0,-0.006389878752555536,-0.0029647260046415124,0.05,-0.00034824978293048283,-0.004532333078880804,-0.00983396202520818,0.05,-0.019103938532134955,-0.04058775568212338,-0.01749675667045693,0.05,-0.01808666693556761,-0.03060141249688474,-0.008551190029535758,-0.008074119469339228,-0.0016023690770731222,-0.011909610402056021,-0.013085075007839985,-0.025934128808328072,-0.0008392321750258159,-0.002282837961118764,0.05,-0.015816452066178627,0.05,-0.04890295233420707,-0.01291655337959618,0.05,-0.010644562897767097,-0.006240571787292437,-0.002314661476642906,0.05,-0.0017510049366196742,0.05,-1.4958529273505756e-05,-0.0182736737922522,-0.0013785337854297444,0.05,0.05,-0.011095421782634781,-0.007557748069356877,-0.0020750328737384497,0.05,-0.019579909239287915,0.05,0.05,-0.0042085162148366466,-0.0058713185371194266,0.05,0.05,0.05,-0.0036256508197342664,-0.00662587228539301,0.05,0.05,0.05,-0.04227073223437379,-0.002414752268577199,-0.014689278219178753,-0.040931192581470585,-0.004293814272680396,-0.03680955383555087,0.05,-0.003979510482828238,-0.00475487132654183,0.05,0.05,-0.014285381524655093,0.05,0.05,-0.006364400086679098,0.05,-0.000602421579420613,0.05,-1.119863198081275e-05,-0.04770761719266874,-0.0006648690539790541,0.05,-0.002142361308893104,-0.01641242124264674,-0.017042563545305114,-0.014294983100842252,-0.01914738739310875,0.05,-0.0032819883850727393,0.05,-0.03518986303256615,0.05,-0.03419182979833794,-0.005319457295616128,0.05,0.05,-0.004364614052359583,0.05,0.05,-0.00338055370021502,-0.018862406590376225,-0.0005369669091534123,-0.00962906501076925,-0.00532419919107306,-0.010503818569015892,0.05,-0.019979793484306476,0.05,-0.0047296143440679365,-0.004142789619897285,-0.0008059873801991883,0.05,0.05,0.05,0.05,-0.0022780001378061515,-0.0011825552188261472,0.05,-0.005151924083508105,-0.0015037974011041966,0.05,-0.0227625005507453,0.05,-0.022830514521910962,0.05,-0.006254781292813587,-0.017966750191112747,0.05,0.05,-0.006580216132267615,0.05,0.05,-0.029796718635096454,0.05,-0.015341360435294679,-0.02336001849774828,0.05,-0.00808176806072403,-0.010242581296115463,-0.023021743158081386,0.05,0.05,-0.03443086635208614,-0.04573777180391001,-0.005667211412487693,-0.005963675618841181,-0.004367062641656065,0.05,-0.047497977744141974,-0.03427267143533376,0.05,0.05,-0.008321541953587695,0.05,0.05,0.05,-0.013658596823391548,-0.008988136343421152,0.05,-0.009565196322357129,-0.05,0.05,-0.03980439765010453,-0.05,-0.05,-0.02320127512333088,-0.05,-0.05,-0.05,-0.05,-0.025598266578816246,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.04406491484156796,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.0023253127983418934,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
