,0
lm - type of stenosis,0.0
lada - type of stenosis,0.0
ladb - type of stenosis,0.0007968375685820653
ladc - type of stenosis,0.0
d1 - type of stenosis,-0.0
d2 - type of stenosis,0.0
lcxa - type of stenosis,0.0
lcxb - type of stenosis,0.00013413085692928528
lcxc -type of stenosis,-0.0
lpd - type of stenosis,-0.0
lom1 - type of stenosis,-3.2097843101862373e-05
lom2 - type of stenosis,0.0
im - type of stenosis,-0.0
lpl - type of stenosis,-4.5180478726388485e-05
rcaa - type of stenosis,0.00010411041360478919
rcab - type of stenosis,0.0016315034503276225
rcac - type of stenosis,1.5732637465079883e-05
rpd - type of stenosis,0.0
rpl - type of stenosis,0.0
stenosis type 1 count,-0.0
stenosis type 2 count,0.0
max cta type,0.0028168804295006285
max high risk cta type,0.0
sis,-0.003216688118901962
