,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0,0.05,-0.042013114787422784,-0.05,-0.0008396570246865153,-0.01056018326857718,0.05,0.05,-0.020213121120691426,-0.03398781870673552,-0.041916127514935696,-0.012952823396811938,0.05,0.05,-0.05,0.05,-0.0014808783763907282,-0.04775951651440276,-0.04718589284056438,0.05,-6.736483328351694e-05,-0.000840553663478063,-0.021236289003285596,0.05,-0.0014545201109697214,-0.0008195199680707281,0.05,0.05,-0.0060012967313409285,0.05,-0.0037165228625463897,0.05,-0.0006740737266197454,0.05,-0.0029289333805005728,-0.03709559865075235,-0.05,-0.0008879781497066368,0.05,0.05,-0.0010337155679283098,-0.04859167814657998,-0.05,-0.04603587640201555,-0.0005204028114008223,-0.001712417314638122,-0.0382760539973454,-0.01974031312380649,-0.0013513862475512711,-0.05,-0.014997791158992062,0.05,-0.05,-0.000822030683817715,-0.0007577297953939293,0.05,0.05,-0.0008913170235919097,-0.012411583112774429,-0.041302214005754366,-0.05,-0.0012061854641574042,0.05,-0.0015031041595119313,-0.05,-0.05,-0.005886316514213289,-5.325804510143664e-05,-0.0486565974294514,0.05,0.05,-0.001952325608299943,-0.045939095182738546,-0.001669147213704787,-0.0020236809728886576,-0.0454112637101466,-0.04608279502414052,0.05,0.05,-0.047798984469758124,-0.04955475947296877,0.05,-0.049555033050723896,-0.011723946002654601,-0.0035636352005076976,0.05,-0.027857216266735856,-1.27977411078145e-05,0.05,-0.049733899372504664,-0.0008947922482255566,0.05,-0.0032123456452886716,-0.05,-0.05,0.05,-0.05,-0.049429820326670704,-0.04950339974450933,-0.008424299214251706,-0.003195180934760621,-0.0009072723902475216,-0.010980420346030934,0.05,-0.0003385119830511448,-0.0013144420537794864,-0.05,0.05,0.05,-0.0007935355416830639,-0.0019201952252473349,-0.0004439470894726828,-0.003025802852985304,0.05,0.05,-0.0013558002581805148,-0.0006385649228882347,-0.05,-0.0004896823802225721,-0.0023360708844123216,-4.198671230816986e-06,0.05,-0.0008991925467935127,0.05,0.05,-0.0006268837250966472,-0.0017472087666042877,-0.0023002084030358826,0.05,-0.04907765276290771,0.05,-0.002880236157743972
