,0
lm - type of stenosis,0.0006835517058981494
lada - type of stenosis,0.0
ladb - type of stenosis,0.00042442728746602484
ladc - type of stenosis,-0.0
d1 - type of stenosis,-0.0
d2 - type of stenosis,0.0
lcxa - type of stenosis,0.0
lcxb - type of stenosis,0.000290733327825606
lcxc -type of stenosis,0.00011293765997909722
lpd - type of stenosis,-0.0
lom1 - type of stenosis,-0.0
lom2 - type of stenosis,-0.0
im - type of stenosis,9.597175372347052e-05
lpl - type of stenosis,-0.0
rcaa - type of stenosis,0.0
rcab - type of stenosis,0.000521057619062773
rcac - type of stenosis,0.0
rpd - type of stenosis,4.863682070714742e-05
rpl - type of stenosis,0.0
stenosis type 1 count,-0.0
stenosis type 2 count,0.0
max cta type,0.0015666049567643816
max high risk cta type,0.0
sis,-0.0006513092909766378
