,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
0,-0.0007545954870875725,-0.05,-0.043035965326193706,-0.05,-0.05,-0.05,-0.05,-0.0033211734364768596,0.05,-0.05,0.05,-0.0014396130804273416,-0.05,-0.0004952169443525007,0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.05,0.05,-0.05,-0.05,0.05,0.05,-0.05,-0.003746436936546664,0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.05,0.05,0.05,-0.005518184666492558,0.05,-0.05,0.05,0.05,0.05,-0.05,-0.05,-0.0008725118966732999,-0.03835675359958256,-0.05,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,0.05,-0.014757854004236487,-0.0011229209110787982,-0.05,-0.05,-0.05,0.05,-0.0010279760158727006,0.05,-0.05,0.05,0.05,0.05,-0.005196798999472863,0.05,0.05,-0.05,-0.05,0.05,0.05,-0.05,0.05,-0.05,-0.05,-0.05,-0.012597906789300806,0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,-0.05,-3.495638437403054e-06,0.05,-0.05,-0.04436385096062967,0.05,0.05,-0.05,0.05,0.05,-0.05,0.05,0.05,0.05,-0.0019983014944434272,0.05,0.05,0.05,-0.05,-0.05,-0.05,0.05,0.05,-0.05,-0.05,0.05,0.05,0.05,-0.05,0.05,-0.0022063789386646813,-0.05,-0.05,0.05,0.05,-0.002366476511726725,-0.0038589842887652784,0.05,-0.05,-0.05,0.05,-0.05,-0.01295860407353809
