,0
str_seg_1,-0.005237039807450645
str_seg_4,-0.0043858803777086595
str_seg_5,-0.002369827403477866
str_seg_6,0.0028462252294382934
str_seg_7,0.0026157084306552177
str_seg_8,0.0030511609184314895
str_seg_9,0.0026145048828401397
str_seg_10,-0.0023779055971660914
str_seg_11,0.005203626284481936
str_seg_12,-0.0006010913387888041
str_seg_13,-0.002414396494824965
str_seg_14,0.0017869416144359336
str_seg_15,0.005326964314417942
str_seg_16,-0.004805067013473962
str_seg_17,-0.0006149917524631752
max_str_seg,0.010634059081891568
max_lad_str,0.0002654453222805192
max_lcx_str,-0.004992817327956155
max_rca_str,-0.0030009716260417916
non-zero pet segs,-0.003921160874445556
PCA1,0.002257021301552348
PCA2,0.0010802187461761486
