,0
sex,-0.000929123951026173
age,0.0020114388945415788
bmi,-0.0004986762050680927
smoking,0.0009527241963677993
diabetes,0.0005923503859094522
hypertension,-0.0012176982892448418
dyslipidemia,-0.00010459969135891832
chestpain,0.00011249864099750462
dyspnea,-0.0011982621461758096
str_seg_1,-0.0009212301728523827
str_seg_4,0.000982529801846066
str_seg_5,0.001265407776652227
str_seg_6,0.0018895647363718127
str_seg_7,0.0014044462444687768
str_seg_8,-0.004552878829380238
str_seg_9,0.0010047845917365023
str_seg_10,0.0016570130201586473
str_seg_11,-0.004998160967159741
str_seg_12,0.0013021994020384969
str_seg_13,-0.0030852954108586315
str_seg_14,-0.0022041786830862627
str_seg_15,0.004519056856803267
str_seg_16,0.0026421945746580387
str_seg_17,-0.0016812538019869265
max_str_seg,-0.0010413431550591106
max_lad_str,0.005448028879920559
max_lcx_str,-0.0019920802523747767
max_rca_str,0.0009983448329088519
non-zero pet segs,-0.0006423173101195999
